energy,prior,fidelity,mass,psnr,ssim_indices
33614.703097905796,33614.703097905796,0.0,0.0,20.003864244518503,0.2943786963756625
30025.10276736017,30010.292707859528,14.810059500644408,0.27017650939524174,20.527047114333598,0.31300033118719517
26854.965905758378,26799.25713018349,55.70877557488569,0.46231336702476256,21.041845457557017,0.3319993215945309
24063.293154354524,23945.487064422403,117.80608993212044,0.6129920195089653,21.546629725999363,0.35126788268848386
21611.430218369285,21414.693120430522,196.73709793876432,0.7463844417070504,22.039790011204005,0.3706939301111259
19463.161436309958,19174.52222847593,288.6392078340273,0.8141626758151688,22.519757739160653,0.39016945309365964
17584.856614892473,17194.72750206446,390.12911282801207,0.8213451915944461,22.985041015253785,0.4095872541984124
15945.461481772954,15447.18634427256,498.27513750039327,0.7448105946241412,23.43425972907298,0.4288335348970224
14516.541590884299,13905.96951074518,610.5720801391178,0.6032889459456783,23.866164903251487,0.44780771205257014
13272.300857884722,12547.391020850311,724.9098370344105,0.37404740214697085,24.27964235933119,0.46641505502394603
12189.547083141932,11350.008177864382,839.5389052775491,0.03349722901475616,24.673739076272987,0.4845761464626084
11247.556005896828,10294.519312932813,953.0366929640152,-0.3830568228731863,25.047675233125503,0.5022184553237453
10427.905201549565,9363.63026147203,1064.2749400775358,-0.8528697079163976,25.4008594627376,0.5192798443378525
9714.331993460379,8541.946262907964,1172.3857305524152,-1.3733754517743364,25.732889719731425,0.5357084253008709
9092.562186250188,7815.829248414775,1276.732937835414,-1.974593542952789,26.04353931535314,0.5514613606439884
8550.150880083656,7173.274587940781,1376.8762921428759,-2.670009495137492,26.332761362390098,0.5665090999332647
8076.3235345166495,6603.792967903923,1472.530566612726,-3.4586906155745964,26.600664445601083,0.5808358951465155
7661.724203869417,6098.180254874315,1563.5439489951013,-4.331985612661811,26.847515047151134,0.5944282175260097
7298.293491329745,5648.4189457024295,1649.8745456273152,-5.292275894142222,27.073714822578005,0.6072844217525412
6979.096093008089,5247.5318051170425,1731.5642878910462,-6.347042835899629,27.27979306012724,0.6194156338255516
6698.18349673561,4889.463609402382,1808.7198873332284,-7.487241809430998,27.466380735327785,0.6308302521173775
6450.448405639363,4568.954878063393,1881.4935275759697,-8.710331958980532,27.63421039746346,0.6415384028562743
6231.505428522285,4281.435728888523,1950.0696996337624,-10.02576216912712,27.784082914074855,0.651558725505228
6037.588718867362,4022.9337545276694,2014.6549643396932,-11.431354062224273,27.91685499900374,0.660915442233811
5865.4627635611405,3789.993928380689,2075.4688351804516,-12.932590112817707,28.033427664856436,0.669631792627082
5712.348883498418,3579.6142840344028,2132.7345994640154,-14.519887729780748,28.134726008594185,0.6777339532468449
5575.859105663849,3389.1842080514316,2186.674897612417,-16.179956497828243,28.221683654883776,0.6852501986024507
5453.940401666605,3216.4332443354306,2237.5071573311748,-17.895028673228808,28.295236854469366,0.6922050127893117
5344.817736888069,3059.3782797630342,2285.4394571250346,-19.652243493153946,28.35631529524701,0.698627409817918
5246.958183530437,2916.287877165147,2330.67030636529,-21.44180236585089,28.40582664789313,0.7045444283501782
5159.030408520004,2785.642494840882,2373.3879136791215,-23.259323242673418,28.44465421127829,0.7099823599200473
5079.883226695585,2666.1139007016245,2413.769325993961,-25.103663177695125,28.473651419831498,0.7149682330459911
5008.514261620154,2556.5350287337096,2451.9792328864437,-26.97260001685936,28.493633869277954,0.7195274874740841
4944.049338788841,2455.8779531752143,2488.1713856136266,-28.863827279768884,28.50537553320358,0.7236844093504385
4885.726219927848,2363.2378663623895,2522.4883535654594,-30.772019823343726,28.509606897389645,0.7274627323209998
4832.877539646714,2277.8152070647166,2555.062332581997,-32.6908166843059,28.507016925091516,0.7308853541614132
4784.918135407033,2198.9015630691656,2586.0165723378673,-34.610831759666326,28.49825180603937,0.7339737765884272
4741.336144043772,2125.8714993714307,2615.4646446723414,-36.517701740784105,28.483911623295075,0.7367494131428626
4701.682305442053,2058.170948836081,2643.511356605972,-38.405886337393895,28.46455371455785,0.7392315620973747
4665.560115715008,1995.3064751474603,2670.2536405675473,-40.269959800032666,28.44069389724446,0.7414389860821219
4632.618749270843,1936.8375676684987,2695.781181602345,-42.10423287408776,28.412809781346134,0.7433895171042403
4602.548288630629,1882.3715942362537,2720.176694394375,-43.90476541541284,28.381341827096822,0.745099853271042
4575.0734170825945,1831.5566611309027,2743.5167559516917,-45.66747635559295,28.346695063596105,0.7465865323448044
4549.950290408857,1784.077872505491,2765.872417903366,-47.39017092884751,28.30924085460101,0.7478641475484022
4526.9616378293,1739.6525048070898,2787.3091330222105,-49.07358114965609,28.26931940603986,0.7489468585306941
4505.91305503217,1698.0254566759627,2807.887598356207,-50.72022874702816,28.227243104044458,0.7498477016363934
4486.630474411648,1658.9662635017617,2827.664210909886,-52.33098538755439,28.18329592812647,0.7505794249500126
4468.958090663431,1622.2671942707332,2846.690896392698,-53.90572614874691,28.137736584014554,0.751153764843274
4452.756789224835,1587.7414226878154,2865.0153665370203,-55.44337351951981,28.090799946517638,0.7515818142787852
4437.901231358339,1555.2194468858402,2882.681784472499,-56.94043248644448,28.0426989529602,0.7518739428204911
