img_index,width,height,noise_std,noise_std_est,avg_mass_loss,t_diff,max_rel_gain,rel_gain_synth_1,rel_error_synth_1,rel_gain_synth_2,rel_error_synth_2,rel_gain_synth_3,rel_error_synth_3,rel_gain_synth_4,rel_error_synth_4,rel_gain_synth_5,rel_error_synth_5,rel_gain_synth_6,rel_error_synth_6,rel_gain_synth_7,rel_error_synth_7,rel_gain_synth_8,rel_error_synth_8,rel_gain_synth_9,rel_error_synth_9,rel_gain_synth_10,rel_error_synth_10
66,250,166,0.05,0.05177571440349379,0.00060337814425626,0.063,0.3257575062911911,0.3022482734112067,0.017732679444336326,0.31492098568199495,0.00817383311636781,0.2930704209683893,0.024655402792509117,0.30449123625868385,0.016040844522162787,0.2907426222884781,0.02641122817450019,0.2930704209683893,0.024655402792509117,0.2884076138944685,0.028172491741124645,0.2930704209683893,0.024655402792509117,0.2907426222884781,0.02641122817450019,0.29538963504972904,0.022906052650922718
66,250,166,0.1,0.10229530123368374,0.0012730582026379855,0.136,0.5626023266740257,0.5411367526167653,0.01373706776883503,0.5543588279264648,0.005275493711254735,0.5273626872265823,0.022551892343876338,0.5423425663860434,0.012965397492466826,0.5260811470991286,0.0233720243157655,0.5299188162153118,0.02091607691912259,0.524799805276467,0.024192029380898688,0.5299188162153118,0.02091607691912259,0.5260811470991286,0.0233720243157655,0.5311910257540675,0.020101916132952743
66,250,166,0.15,0.15278167673249088,0.0022492547870093973,0.248,0.8012159722853837,0.7553303279455924,0.025474815372401767,0.7786337981886002,0.012537182905463138,0.7314388514577089,0.03873889744556368,0.7572889383478149,0.024387433052702856,0.7268587126487676,0.04128170124000823,0.7351360671244516,0.03668627537045983,0.724168643313614,0.04277517530227763,0.7342064596735448,0.037202375308063224,0.7268587126487676,0.04128170124000823,0.7379412915336889,0.035128869455566654
