img_index,width,height,noise_std,noise_std_est,avg_mass_loss,t_diff,max_rel_gain,rel_gain_synth_1,rel_error_synth_1
10,480,640,0.05,0.05337145789312444,0.00023858856907401737,0.146,0.14936649717243156,0.11154597481548001,0.032905537485209635
10,480,640,0.1,0.10235664158143515,0.00042991612281607813,0.302,0.3270642855950668,0.3086561588674319,0.013871314997660809
10,480,640,0.15,0.1524176596173286,0.0006149945756302107,0.503,0.5182584341308466,0.5125809994426243,0.0037394389259378428
