img_index,width,height,noise_std,noise_std_est,avg_mass_loss,t_diff,max_rel_gain,rel_gain_synth_2,rel_error_synth_2,rel_gain_synth_3,rel_error_synth_3,rel_gain_synth_4,rel_error_synth_4,rel_gain_synth_8,rel_error_synth_8
0,512,512,0.05,0.05290010431983041,0.0005822268907404263,0.553,0.19167601402953677,0.18920125444470842,0.0020767050403743418,0.18973316960164277,0.0016303461721314957,0.1889924743017978,0.0022519037860507306,0.18920125444470842,0.0020767050403743418
0,512,512,0.1,0.1021638583405439,0.0008839225531656059,1.3900000000000001,0.3898329616041875,0.38969282318256804,0.00010083112538767738,0.38982431336620726,6.222501710037279e-06,0.3894975872731775,0.0002413054951746719,0.38971396660831004,8.561819957135409e-05
0,512,512,0.15,0.1520064545928994,0.0010389981358451077,50.0,0.5483689478175028,0.5474360863590472,0.0006024800870429525,0.5483651671104679,2.4417352467745494e-06,0.5469455685951715,0.0009192765227807163,0.5474700201254591,0.0005805642726889122
