img_index,width,height,noise_std,noise_std_est,avg_mass_loss,t_diff,psnr_start,max_rel_gain,rel_gain_synth_1,rel_error_synth_1
3,500,332,0.05,0.0509583002141836,0.0004216960183123,0.181,26.0057488442161,0.2467537198595765,0.2311112192359993,0.0125465842807664
3,500,332,0.1,0.101161359352645,0.0008023447126583,0.409,19.999126734004946,0.469913130076802,0.4614214308359156,0.0057770075435972
3,500,332,0.15,0.151494310470029,0.0011822445482573,0.751,16.47387624908307,0.6873976838633009,0.6829771039561344,0.0026197617487808
