width,height,noise_1,noise_1_coef,noise_2,noise_2_coef,noise_3,noise_3_coef
64.0,64.0,0.05,1.8152366081873572,0.1,1.899426182111104,0.15,1.9546625790772614
64.0,128.0,0.05,1.8741841117540992,0.1,1.9441947340965267,0.15,1.904578782893993
64.0,192.0,0.05,1.8993210461404584,0.1,1.909630331728193,0.15,1.9102508639111933
64.0,256.0,0.05,1.9049637019634242,0.1,1.8927782773971553,0.15,1.9337331807171856
64.0,320.0,0.05,1.8985241651535032,0.1,1.9082498550415037,0.15,1.929196251763238
64.0,384.0,0.05,1.892964707480536,0.1,1.9106237424744494,0.15,1.9315751982323919
64.0,448.0,0.05,1.8856040069035116,0.1,1.9244800011316932,0.15,1.931295571503816
64.0,512.0,0.05,1.8883094191551204,0.1,1.9230132301648455,0.15,1.930688045642994
128.0,64.0,0.05,1.8780165662368136,0.1,1.9482554246981936,0.15,1.9063618448045518
128.0,128.0,0.05,1.9383475184440608,0.1,1.9116481145222979,0.15,1.953675349553426
64.0,576.0,0.05,1.889080471462673,0.1,1.9206278853946257,0.15,1.9359325675807375
64.0,640.0,0.05,1.8907032410303748,0.1,1.91724956035614,0.15,1.9357163817794236
128.0,192.0,0.05,1.9389533334308195,0.1,1.9387208753161955,0.15,1.9543478518356514
128.0,256.0,0.05,1.9327645500500994,0.1,1.953496287266413,0.15,1.953956815931532
128.0,320.0,0.05,1.9403431812922156,0.1,1.948396563529968,0.15,1.9603845808241105
192.0,64.0,0.05,1.9079513019985617,0.1,1.915516124831305,0.15,1.9127212924721801
128.0,384.0,0.05,1.9385036494996808,0.1,1.9503850075933664,0.15,1.9618512671670798
128.0,448.0,0.05,1.9411545424234296,0.1,1.954018218176705,0.15,1.9602341626687025
192.0,128.0,0.05,1.938385599189334,0.1,1.9398940934075244,0.15,1.9566560968940643
128.0,512.0,0.05,1.9402413318554557,0.1,1.9523310164610541,0.15,1.9586649205949571
128.0,576.0,0.05,1.9408177446435995,0.1,1.9554747475518115,0.15,1.9548557422779227
192.0,192.0,0.05,1.9441721615967922,0.1,1.9578401689176201,0.15,1.9665015577779388
128.0,640.0,0.05,1.9411444664001463,0.1,1.9559721151987708,0.15,1.951191513626664
192.0,256.0,0.05,1.9504398107528682,0.1,1.9593258698781326,0.15,1.9674090691554695
192.0,320.0,0.05,1.9530656602647567,0.1,1.9629535410139294,0.15,1.964157952202691
256.0,64.0,0.05,1.9091357787450152,0.1,1.8977047254641848,0.15,1.9393779613353586
192.0,384.0,0.05,1.953626782805831,0.1,1.9627520331629995,0.15,1.9626986342693065
192.0,448.0,0.05,1.9552751192970879,0.1,1.9633217463417656,0.15,1.9588345993553309
256.0,128.0,0.05,1.9339012602965033,0.1,1.9560510913530982,0.15,1.954692381399649
192.0,512.0,0.05,1.9537534978654645,0.1,1.9614451461368132,0.15,1.967619377889751
192.0,576.0,0.05,1.955735094753312,0.1,1.959201583155879,0.15,1.9645082607190796
256.0,192.0,0.05,1.9491907623079083,0.1,1.95847385459476,0.15,1.9684174914418917
192.0,640.0,0.05,1.9570424821641708,0.1,1.9577605194515648,0.15,1.9644349887047285
256.0,256.0,0.05,1.9554890692234035,0.1,1.96152850985527,0.15,1.9682923952738443
320.0,64.0,0.05,1.908634305000305,0.1,1.9162825743357337,0.15,1.9354675434253836
256.0,320.0,0.05,1.9579104582468665,0.1,1.9670200347900388,0.15,1.9607362040766965
320.0,128.0,0.05,1.9444189469019568,0.1,1.9513799746831255,0.15,1.9627281471535014
256.0,384.0,0.05,1.9572378860579591,0.1,1.9642055034637447,0.15,1.9697177557297696
256.0,448.0,0.05,1.9591419469742544,0.1,1.9615170501527328,0.15,1.9671398495870924
256.0,512.0,0.05,1.9582388301690417,0.1,1.962653795878092,0.15,1.9705734871051928
320.0,192.0,0.05,1.9552273220486107,0.1,1.9624898168775768,0.15,1.9650379228003232
256.0,576.0,0.05,1.9600409048574936,0.1,1.9640942414601639,0.15,1.9645620275426796
256.0,640.0,0.05,1.9610744714736936,0.1,1.96109394232432,0.15,1.9645192888047962
320.0,256.0,0.05,1.9588339328765867,0.1,1.967507203420003,0.15,1.9619662673385057
320.0,320.0,0.05,1.9611873626708982,0.1,1.9642082850138343,0.15,1.969737582736545
320.0,384.0,0.05,1.9627772437201603,0.1,1.9622794787089026,0.15,1.9690939820842979
320.0,448.0,0.05,1.9620046161469955,0.1,1.9648170471191402,0.15,1.966778386837591
320.0,512.0,0.05,1.9636426369349158,0.1,1.9627479712168372,0.15,1.9658807471946436
320.0,576.0,0.05,1.9628228081597219,0.1,1.963437574881094,0.15,1.968208595558449
320.0,640.0,0.05,1.9611371358235674,0.1,1.9665745099385576,0.15,1.9648498252586082
384.0,64.0,0.05,1.904209454854329,0.1,1.916624440087212,0.15,1.936588905475758
384.0,128.0,0.05,1.9430375761455954,0.1,1.9538349575466574,0.15,1.964783815690029
384.0,192.0,0.05,1.9556089683815279,0.1,1.9648432731628414,0.15,1.9644019044475793
384.0,256.0,0.05,1.9596387942632034,0.1,1.966096295250786,0.15,1.9713887461909543
448.0,64.0,0.05,1.8953652608962281,0.1,1.9303702172778898,0.15,1.9348452330897095
384.0,320.0,0.05,1.9630405637953015,0.1,1.9622770945231116,0.15,1.9695955441321857
384.0,384.0,0.05,1.9633374832294601,0.1,1.9663810729980464,0.15,1.9666469636767983
384.0,448.0,0.05,1.9642824218386692,0.1,1.962996096838088,0.15,1.967004241136016
448.0,128.0,0.05,1.9468080429803754,0.1,1.9559681415557857,0.15,1.9633685470258118
384.0,512.0,0.05,1.9632473587989803,0.1,1.9663833909564543,0.15,1.9666193444051863
448.0,192.0,0.05,1.9565334395756793,0.1,1.9663823975457082,0.15,1.959786087116867
384.0,576.0,0.05,1.9627553445321537,0.1,1.9647979441984196,0.15,1.969564042791254
448.0,256.0,0.05,1.9618041458584008,0.1,1.9635736942291255,0.15,1.9692226692482278
384.0,640.0,0.05,1.9619119167327879,0.1,1.964330408308241,0.15,1.9693108546881029
448.0,320.0,0.05,1.9634146917433961,0.1,1.966144925072079,0.15,1.9671235261140048
512.0,64.0,0.05,1.895582427581151,0.1,1.9324824213981624,0.15,1.9352191024356418
448.0,384.0,0.05,1.9649545351664222,0.1,1.9637989619421576,0.15,1.9672553585530168
512.0,128.0,0.05,1.9462651262680686,0.1,1.9542333980401354,0.15,1.9613950340836135
448.0,448.0,0.05,1.9627996042472162,0.1,1.9678057456503106,0.15,1.9657237369367238
512.0,192.0,0.05,1.956986718707614,0.1,1.9638652602831517,0.15,1.969298462808868
448.0,512.0,0.05,1.9626448551813758,0.1,1.9648324875604535,0.15,1.969666077346398
512.0,256.0,0.05,1.9598963359991706,0.1,1.964024702707926,0.15,1.9718761797304505
448.0,576.0,0.05,1.9613083077486226,0.1,1.9651599662013781,0.15,1.9701103824927204
512.0,320.0,0.05,1.9644387563069658,0.1,1.9633495807647703,0.15,1.966572161074038
448.0,640.0,0.05,1.9632543836321144,0.1,1.9637130555652431,0.15,1.9676614186120414
576.0,64.0,0.05,1.897621596301043,0.1,1.928767010017677,0.15,1.9424972220212837
512.0,384.0,0.05,1.9628663857777908,0.1,1.9671893782085836,0.15,1.9674360016245902
576.0,128.0,0.05,1.9460435266847957,0.1,1.9586103933828842,0.15,1.9580289660167305
576.0,192.0,0.05,1.9600673958107273,0.1,1.9613725167733647,0.15,1.9663982103554474
512.0,448.0,0.05,1.9629941100165953,0.1,1.9654743728183561,0.15,1.969853784672167
512.0,512.0,0.05,1.9620725264151888,0.1,1.9650368640820182,0.15,1.968753558618051
576.0,256.0,0.05,1.962430388839156,0.1,1.9661693661301218,0.15,1.9661964212425453
512.0,576.0,0.05,1.9644763734605573,0.1,1.9635929001702197,0.15,1.969802526780117
576.0,320.0,0.05,1.9631297500045206,0.1,1.9641263396651651,0.15,1.969217685024434
512.0,640.0,0.05,1.9634532928466795,0.1,1.9653127590815223,0.15,1.9677988688151045
640.0,64.0,0.05,1.901501417160034,0.1,1.9261864821116126,0.15,1.9414301271791814
576.0,384.0,0.05,1.9629775741953905,0.1,1.9656047408963424,0.15,1.9700850969479409
640.0,128.0,0.05,1.9479101896286009,0.1,1.9590775171915686,0.15,1.9543121479175711
640.0,192.0,0.05,1.959669987360636,0.1,1.9599639044867618,0.15,1.9671748596944927
576.0,448.0,0.05,1.9630791648985844,0.1,1.9652671914882758,0.15,1.9698320733036176
640.0,256.0,0.05,1.9646378358205157,0.1,1.9634626309076941,0.15,1.966209235014739
576.0,512.0,0.05,1.9648949305216465,0.1,1.9639849662780757,0.15,1.9702081327085144
576.0,576.0,0.05,1.963781623683348,0.1,1.9653755941508724,0.15,1.968717117204915
640.0,320.0,0.05,1.9634006818135576,0.1,1.967425187428792,0.15,1.9653570387098525
640.0,384.0,0.05,1.9621756341722274,0.1,1.964573330349392,0.15,1.9696823167212216
576.0,640.0,0.05,1.962902634232132,0.1,1.9646167755126949,0.15,1.9712917500562628
640.0,448.0,0.05,1.9639287676130017,0.1,1.9643717720395037,0.15,1.9676880609421505
640.0,512.0,0.05,1.963394482930501,0.1,1.9654593865076697,0.15,1.9683638325443977
640.0,576.0,0.05,1.9623574504145864,0.1,1.9650134333857778,0.15,1.9711595700110918
640.0,640.0,0.05,1.9636974334716795,0.1,1.962043444315592,0.15,1.9725435045030382
