energy,prior,fidelity,mass,psnr,ssim_indices
28557.639176245022,28557.639176245022,0.0,0.0,20.005155055658783,0.22061057451230123
25507.262035494758,25494.70229664454,12.559738850218675,-5.224293077146285,20.527671953403377,0.2341743554002819
22810.202288520308,22762.93889022532,47.26339829498899,-10.545570203277748,21.041158308732072,0.24823212781653636
20432.081502921203,20332.092246539803,99.9892563813981,-15.95386165236414,21.543875490240566,0.2627399337509732
18340.446247323733,18173.39017128469,167.05607603904375,-21.417805991426576,22.03410039188576,0.277655326317825
16504.89139442234,16259.685799699553,245.20559472278566,-26.94528673082823,22.510165041325145,0.2929336628542904
14897.212267759984,14565.632435661813,331.57983209817024,-32.539867043087725,22.970496004658973,0.30851617476110377
13491.367441597857,13067.668777043322,423.6986645545343,-38.230070179197355,23.4136407145307,0.32434559750753555
12263.525525602283,11744.087223402832,519.4383021994512,-44.013431516781566,23.83829419126552,0.34035775158310927
11192.051203077659,10575.04551134286,617.0056917348002,-49.86493859501206,24.24333672149064,0.356466884377723
10257.460823534868,9542.551228625096,714.9095949097713,-55.75868387895753,24.627851613873975,0.372607906303755
9442.31866921427,8630.386682125247,811.9319870890222,-61.68770441446395,24.991156395734745,0.38871949459683647
8731.121424846835,7824.018337308656,907.1030875381789,-67.65769642297528,25.332800082414067,0.4047319735060228
8110.191259076917,7110.517714722304,999.6735443546128,-73.72205057747487,25.652553213519404,0.42057763234416456
7567.505505580055,6478.420630976856,1089.0848746031984,-79.89529883752402,25.95041938873053,0.4361934220312236
7092.579745384328,5917.631364965093,1174.948380419235,-86.1783576682792,26.226610204794824,0.45151814144980323
6676.318634818359,5419.312513225315,1257.0061215930434,-92.57604506218922,26.481525906997177,0.46651102920021414
6310.8240745111325,4975.709602676019,1335.114471835113,-99.09632981380855,26.715739261933553,0.4811316827698376
5989.284004117381,4580.05875831839,1409.2252457989919,-105.71889701485634,26.92995455300253,0.49532937646450526
5705.836590955704,4226.478814355304,1479.3577766004,-112.44425019279879,27.124982825876405,0.509073782488551
5455.436578137289,3909.847676104912,1545.5889020323766,-119.28061343502486,27.301737133800117,0.5223385307784294
5233.754319763876,3625.719704132904,1608.0346156309718,-126.22915450818255,27.46119956535118,0.535106722550565
5037.06654999083,3370.2281418510997,1666.83840813973,-133.29000949724286,27.604403098033078,0.5473688222549282
4862.164125069237,3140.0000293622825,1722.1640957069544,-140.4579220348678,27.732403709017774,0.5591093624841349
4706.284152378506,2932.0965245341986,1774.187627844308,-147.7303224017087,27.846265241884307,0.570330033114527
4567.046106127737,2743.954223034209,1823.0918830935284,-155.11392945685657,27.947037820860366,0.5810333153057999
4442.40043065837,2573.340319681966,1869.0601109764038,-162.59767294937046,28.035743143398694,0.5912354863293091
4330.578754820168,2418.308338111069,1912.2704167090988,-170.1858123875718,28.11335843821062,0.6009409042617161
4230.0486779855855,2277.152377948709,1952.8963000368763,-177.88624043992604,28.18082300103992,0.6101586402374671
4139.481222372614,2148.3767541357483,1991.1044682368656,-185.69395019498188,28.239026249373712,0.6189102716759645
4057.722596896362,2030.6700951932237,2027.0525017031384,-193.60056548379362,28.288805667961896,0.6272092340478598
3983.7684353444547,1922.880168328563,2060.8882670158914,-201.59782697648916,28.3309423143811,0.6350715523746081
3916.743156564931,1823.9925266090604,2092.7506299558704,-209.68222266629164,28.366153267525902,0.6425172289668795
3855.8831598809174,1733.113617249571,2122.769542631346,-217.85970553100924,28.395098514240047,0.6495629171428053
3800.5197733481505,1649.4539102372596,2151.065863110891,-226.1388183152594,28.418394056462304,0.6562238386447325
3750.0662581132697,1572.3139549009802,2177.7523032122895,-234.52391133010678,28.436608826686726,0.662518570609529
3704.008002106136,1501.0736716079603,2202.9343304981758,-243.0169568326819,28.450262822582534,0.668463476983027
3661.892378044019,1435.1826382188397,2226.7097398251794,-251.61902164538333,28.45982728027378,0.6740785391472229
3623.320884565058,1374.1512649472697,2249.169619617788,-260.33149240013154,28.465725751046783,0.6793815171879926
3587.94171973648,1317.5433418340563,2270.398377902424,-269.1550518851436,28.46834244235286,0.6843857481994456
3555.442935572437,1264.9681101868646,2290.4748253855723,-278.0857319853676,28.46802462362071,0.689107628489413
3525.548602596499,1216.0762947023918,2309.4723078941074,-287.1154227907391,28.465086533274764,0.6935610659597741
3498.013344388672,1170.5548494390437,2327.4584949496284,-296.23333362884296,28.45981520438812,0.697761474679479
3472.618250945786,1128.121650633282,2344.4966003125037,-305.43280305256485,28.452471392069377,0.7017238228190915
3449.168458602802,1088.522657348813,2360.645801253989,-314.71016099955887,28.44328999457788,0.7054599852788376
3427.490158081879,1051.52880578347,2375.961352298409,-324.0611239803984,28.432483355623344,0.7089828871219449
3407.427603415318,1016.9328048809621,2390.494798534356,-333.4830937793158,28.42024262800386,0.7123034304576601
3388.8413680121594,984.547164686872,2404.2942033252875,-342.9745971797529,28.406740760428278,0.7154332543969977
3371.605900507458,954.2014100077654,2417.4044904996927,-352.5344445907249,28.39213372489492,0.7183830519208008
3355.608229973245,925.7407511011207,2429.8674788721246,-362.1600561809464,28.376561290569498,0.7211631441188553
3340.746671607893,899.0246092264225,2441.7220623814706,-371.8484370325896,28.360149199604447,0.7237829679760345
3326.928974974708,873.9243391223227,2453.0046358523855,-381.5961935629166,28.34300992181143,0.7262528671605368
