img_index,width,height,noise_std,noise_std_est,avg_mass_loss,t_diff,max_rel_gain,rel_gain_synth_1,rel_error_synth_1,rel_gain_synth_2,rel_error_synth_2,rel_gain_synth_3,rel_error_synth_3,rel_gain_synth_4,rel_error_synth_4,rel_gain_synth_5,rel_error_synth_5,rel_gain_synth_6,rel_error_synth_6,rel_gain_synth_7,rel_error_synth_7,rel_gain_synth_8,rel_error_synth_8,rel_gain_synth_9,rel_error_synth_9,rel_gain_synth_10,rel_error_synth_10,rel_gain_synth_11,rel_error_synth_11,rel_gain_synth_12,rel_error_synth_12,rel_gain_synth_13,rel_error_synth_13,rel_gain_synth_14,rel_error_synth_14,rel_gain_synth_15,rel_error_synth_15,rel_gain_synth_16,rel_error_synth_16,rel_gain_synth_17,rel_error_synth_17
54,380,570,0.05,0.05118401807326992,0.0001837568912935243,0.048,0.18884538765139364,0.15065739367242545,0.032121917934517887,0.15362116343667134,0.029628936260844646,0.15065739367242545,0.032121917934517887,0.15065739367242545,0.032121917934517887,0.15065739367242545,0.032121917934517887,0.15065739367242545,0.032121917934517887,0.15065739367242545,0.032121917934517887,0.15065739367242545,0.032121917934517887,0.15065739367242545,0.032121917934517887,0.15065739367242545,0.032121917934517887,0.15065739367242545,0.032121917934517887,0.15065739367242545,0.032121917934517887,0.16811126017840547,0.01744055845138042,0.17601252992632602,0.010794387443786418,0.15065739367242545,0.032121917934517887,0.15362116343667134,0.029628936260844646,0.18884538765139364,0.0
54,380,570,0.1,0.09253399026155835,0.00034917239613550344,0.094,0.33620459772636546,0.317365427334365,0.014099016291409625,0.317365427334365,0.014099016291409625,0.31615714091392133,0.015003283813389157,0.317365427334365,0.014099016291409625,0.31615714091392133,0.015003283813389157,0.31615714091392133,0.015003283813389157,0.31615714091392133,0.015003283813389157,0.31615714091392133,0.015003283813389157,0.31615714091392133,0.015003283813389157,0.31615714091392133,0.015003283813389157,0.317365427334365,0.014099016291409625,0.317365427334365,0.014099016291409625,0.3284496937694599,0.005803680042787586,0.3340587899737411,0.0016058975970263626,0.317365427334365,0.014099016291409625,0.318560279946065,0.01320480247585089,0.3259894619559776,0.00764488895470763
54,380,570,0.15,0.1295606171152373,0.0005192185954662364,0.14300000000000002,0.45704931927733067,0.44822186196479474,0.006058447847814903,0.4487743341492211,0.005679275930216157,0.4470911900345744,0.006834448986047546,0.44822186196479474,0.006058447847814903,0.4470911900345744,0.006834448986047546,0.447659504949562,0.006444403908321919,0.4470911900345744,0.006834448986047546,0.447659504949562,0.006444403908321919,0.44651241176643514,0.007231675257308128,0.4470911900345744,0.006834448986047546,0.447659504949562,0.006444403908321919,0.447659504949562,0.006444403908321919,0.4551769449585701,0.001285045258240963,0.45693691714671913,7.714366914310237e-05,0.447659504949562,0.006444403908321919,0.4487743341492211,0.005679275930216157,0.42167714739190265,0.024276578299334387
