width,height,noise_1,noise_1_coef,noise_2,noise_2_coef,noise_3,noise_3_coef
64.0,64.0,0.05,0.9271468967199323,0.1,0.9472602357467014,0.15,0.9564991350527162
64.0,128.0,0.05,0.9523107980688411,0.1,0.9623089184363681,0.15,0.9778632058037652
64.0,192.0,0.05,0.9601636893219415,0.1,0.9741469389862482,0.15,0.9742145185117369
64.0,256.0,0.05,0.958556495606899,0.1,0.9794911369681356,0.15,0.9770117424152515
64.0,320.0,0.05,0.9639664491017658,0.1,0.9798914194107055,0.15,0.9781283802456326
64.0,384.0,0.05,0.964072677824232,0.1,0.9768878420193987,0.15,0.9779323766260972
64.0,448.0,0.05,0.9661380024183361,0.1,0.9748709343728563,0.15,0.9749417582516948
64.0,512.0,0.05,0.9659565985202787,0.1,0.9801361709833143,0.15,0.9668370087941487
128.0,64.0,0.05,0.9358085071047145,0.1,0.9496595710515974,0.15,0.9695631486398202
128.0,128.0,0.05,0.9640971819559732,0.1,0.9814510121941564,0.15,0.9766296104148582
64.0,576.0,0.05,0.964644220140245,0.1,0.9772550176691124,0.15,0.9682429670796965
64.0,640.0,0.05,0.968238313992818,0.1,0.9719896316528319,0.15,0.9675504543163159
128.0,192.0,0.05,0.9774007731013825,0.1,0.9833049443033004,0.15,0.9807639651828343
128.0,256.0,0.05,0.9828035409251847,0.1,0.9894019613663354,0.15,0.9707895693955597
128.0,320.0,0.05,0.9860704342524209,0.1,0.982447862625122,0.15,0.9733787289372198
192.0,64.0,0.05,0.930603096882502,0.1,0.9556538528866235,0.15,0.9594875353353995
128.0,384.0,0.05,0.9844922357135346,0.1,0.981616311603122,0.15,0.9721982626267422
128.0,448.0,0.05,0.9844009365354264,0.1,0.9815518345151627,0.15,0.9734368828869371
192.0,128.0,0.05,0.9687944418854181,0.1,0.9785566892888808,0.15,0.9780211949054106
128.0,512.0,0.05,0.9871584673722583,0.1,0.9750966603557267,0.15,0.977949301401774
128.0,576.0,0.05,0.9851162080411555,0.1,0.9759516627700238,0.15,0.981395627245491
192.0,192.0,0.05,0.9805104246845949,0.1,0.9852557270615186,0.15,0.9714061831250604
128.0,640.0,0.05,0.9835340579350788,0.1,0.9758539001146951,0.15,0.982243749830458
192.0,256.0,0.05,0.985605352454715,0.1,0.9823078082667454,0.15,0.9710849803171041
256.0,64.0,0.05,0.930197164416313,0.1,0.9605510160326955,0.15,0.9616504112879435
192.0,320.0,0.05,0.9890635808308917,0.1,0.977468623055352,0.15,0.977161725362142
192.0,384.0,0.05,0.9886524191609133,0.1,0.977275106641981,0.15,0.981546135105714
256.0,128.0,0.05,0.9724326431751249,0.1,0.9821857015291848,0.15,0.9660312422999628
192.0,448.0,0.05,0.988223628392295,0.1,0.9792271114531016,0.15,0.9821555391611035
192.0,512.0,0.05,0.9872188170750933,0.1,0.9804523653454248,0.15,0.9823251653600623
256.0,192.0,0.05,0.9828492999076841,0.1,0.9799905949168732,0.15,0.9698346809104638
192.0,576.0,0.05,0.986458784268226,0.1,0.9828218707331903,0.15,0.9819841842756023
192.0,640.0,0.05,0.9857298930486041,0.1,0.983743733829922,0.15,0.9827341856779876
256.0,256.0,0.05,0.9887728840112684,0.1,0.9755197912454603,0.15,0.977191549760324
320.0,64.0,0.05,0.9338514010111489,0.1,0.9616192181905109,0.15,0.9649259072762949
256.0,320.0,0.05,0.9889229138692218,0.1,0.9776523709297179,0.15,0.9821321346141675
320.0,128.0,0.05,0.9744747479756671,0.1,0.9748824437459308,0.15,0.9675096582483363
256.0,384.0,0.05,0.9881060156557292,0.1,0.9811429513825308,0.15,0.9814473581902775
256.0,448.0,0.05,0.9885910011473154,0.1,0.9831874143509636,0.15,0.9814007572396092
256.0,512.0,0.05,0.9868108977874118,0.1,0.9862720966339109,0.15,0.981529222594367
320.0,192.0,0.05,0.9850876861148409,0.1,0.9745334916644625,0.15,0.9751707830546815
256.0,576.0,0.05,0.9858537603307651,0.1,0.9861403041415742,0.15,0.9836746341407054
320.0,256.0,0.05,0.9867103894551593,0.1,0.9761778513590493,0.15,0.98094348554258
256.0,640.0,0.05,0.9852634867032367,0.1,0.9868739048639932,0.15,0.9841221350210685
320.0,320.0,0.05,0.9874098300933837,0.1,0.9806431134541828,0.15,0.9806231745967159
320.0,384.0,0.05,0.9868135717180039,0.1,0.9837496280670165,0.15,0.9815354406097789
320.0,448.0,0.05,0.9863570758274621,0.1,0.9870149975731257,0.15,0.9821671783608735
320.0,512.0,0.05,0.9850531816482543,0.1,0.9867963194847106,0.15,0.9833925741690177
320.0,576.0,0.05,0.9870010835153082,0.1,0.986701205924705,0.15,0.9827387774432147
320.0,640.0,0.05,0.9864788055419921,0.1,0.9884165128072101,0.15,0.9811457174795645
384.0,64.0,0.05,0.9346946246094171,0.1,0.9571904937426247,0.15,0.9622993292631927
384.0,128.0,0.05,0.972147617075178,0.1,0.973623991012573,0.15,0.9653192979318125
384.0,192.0,0.05,0.983490325786449,0.1,0.9732814850630581,0.15,0.9784945735224972
384.0,256.0,0.05,0.9855911963515809,0.1,0.9788472619321609,0.15,0.9806336444101217
448.0,64.0,0.05,0.9331757114047093,0.1,0.9544360495748971,0.15,0.9588149489549103
384.0,320.0,0.05,0.9860291745927597,0.1,0.9830605321460298,0.15,0.9812046569070699
384.0,384.0,0.05,0.9858009991822416,0.1,0.9857950387177641,0.15,0.9824480048913525
384.0,448.0,0.05,0.9859035885523234,0.1,0.9863927250816706,0.15,0.983316515698845
