energy,prior,fidelity,mass,psnr,ssim_indices
34157.89466671151,34157.89466671151,0.0,0.0,16.47818941807556,0.1750612369918709
15472.791665038769,14461.79818466858,1010.9934803701896,-36.38420739554567,19.29761592842042,0.2542419622038726
10449.480618566113,8223.069090961568,2226.411527604545,-69.21582335641142,21.055480025381673,0.31572795543319837
8702.19989311041,5646.073538647077,3056.126354463332,-98.80548640878987,22.19518436934214,0.36103488834246966
7955.664962976776,4371.506247310808,3584.1587156659684,-125.44786408392247,22.964646080255182,0.3942604614397333
7585.571042928739,3662.6953195258093,3922.8757234029304,-149.41879135507043,23.500428957701768,0.4188006945091743
7381.671292844416,3235.7386926173394,4145.932600227076,-170.97389176412253,23.88239509752385,0.43709114557915935
7260.367330668608,2963.3713675497074,4296.9959631189,-190.34826431097463,24.159839347705514,0.45085457685559166
7183.914857485167,2782.0609607362085,4401.8538967489585,-207.75688641588204,24.36441199313688,0.4613015942429722
7133.543578417715,2657.4216769338204,4476.121901483895,-223.3954698992602,24.51707763406724,0.46928924615038686
7099.1879014712995,2569.6111851977735,4529.576716273526,-237.4415827257908,24.632100720688463,0.47543206302409563
7075.110975835776,2506.5640779553073,4568.546897880468,-250.05590753789875,24.719418921766085,0.48017850355334396
7057.8731626471235,2460.620797828015,4597.252364819108,-261.38355025692726,24.786098817349284,0.4838588228885872
7045.321962604141,2426.7440067705384,4618.577955833603,-271.55534182093106,24.837253401546143,0.48671921376785576
7036.0604977154935,2401.5243043139217,4634.536193401572,-280.6890968120424,24.87663608939642,0.48894615699142757
7029.153894644334,2382.5998063914717,4646.554088252863,-288.8908070088364,24.90703537946142,0.49068131961791644
7023.960008581983,2368.3032296971705,4655.656778884812,-296.2557576588879,24.930543442198157,0.49203410750620286
7020.028037278398,2357.4395244891657,4662.5885127892325,-302.86956091137836,24.948742863534697,0.49308843489644927
7017.0356816560525,2349.1413898712717,4667.894291784781,-308.80910527767264,24.96283891566135,0.49390917864663914
7014.7489840597045,2342.7729006705345,4671.9760833891705,-314.14342289825436,24.973754738769145,0.49454706463052117
7012.995948644606,2337.8637858402876,4675.132162804318,-318.9344782057742,24.982200757442005,0.49504166326732496
7011.648790002033,2334.0637674954082,4677.585022506624,-323.2378826571221,24.988725884348334,0.49542388161368955
7010.611731170691,2331.11033790004,4679.5013932706515,-327.10354075059877,24.99375565685654,0.495717976463158
7009.812458885439,2328.8057192671254,4681.006739618314,-330.57623274967773,24.997620878285506,0.4959430303244187
7009.196042364387,2327.000206258546,4682.1958361058405,-333.6961394926475,25.000579283377604,0.4961139673888763
7008.720544231748,2325.580009677333,4683.140534554415,-336.499314486573,25.002832030313154,0.4962425875659662
7008.353814006409,2324.4583139524684,4683.895500053941,-339.018108195276,25.004536324118067,0.4963381926714476
7008.071120772225,2323.5686535952086,4684.502467177016,-341.28154911188176,25.005815126099797,0.4964081342169435
7007.853389434878,2322.859978179399,4684.993411255479,-343.31568584174966,25.00676465417021,0.4964581926098888
7007.68587629043,2322.2929564258034,4685.392919864627,-345.1438940781809,25.007460198740677,0.49649292638254267
7007.557167690486,2321.837195750206,4685.71997194028,-346.78715200172155,25.007960647604026,0.4965159040390643
7007.458418518405,2321.4691421517673,4685.989276366638,-348.2642873027362,25.00831201672522,0.4965299513412646
7007.382770097554,2321.170488311396,4686.212281786158,-349.59219872707035,25.00855021236703,0.4965372777625457
7007.324903306653,2320.9269630404106,4686.397940266243,-350.7860547536402,25.008703196620964,0.49653961896680526
7007.280694211569,2320.7274080340226,4686.553286177546,-351.8594717546948,25.008792688332445,0.49653832698597694
7007.246947851281,2320.5630718498696,4686.683876001412,-352.8246737550653,25.008835501119357,0.49653444926457624
7007.2211918900775,2320.427068651575,4686.794123238502,-353.69263568500173,25.00884459716505,0.4965287902527354
7007.201516318817,2320.3139622877084,4686.887554031108,-354.4732118356915,25.00882991788633,0.4965219716452685
7007.186448706156,2320.2194459633997,4686.967002742756,-355.1752510444785,25.00879903908505,0.4965144655629284
7007.174856980491,2320.1400949960703,4687.034761984421,-355.80669998339727,25.008757687793665,0.49650662884817426
7007.165873590211,2320.0731755719758,4687.092698018235,-356.3746957802505,25.00871014997773,0.4964987232307223
