width,height,noise_1,noise_1_coef,noise_2,noise_2_coef,noise_3,noise_3_coef
64.0,64.0,0.05,0.6172078871167808,0.1,0.5818908875221991,0.15,0.5617510785992573
64.0,128.0,0.05,0.6418732383071363,0.1,0.5714826655913132,0.15,0.5392832346338432
64.0,192.0,0.05,0.6534910053118425,0.1,0.5564043895442372,0.15,0.5531952094815218
128.0,64.0,0.05,0.6097176366159158,0.1,0.5765819934858232,0.15,0.5395978191572125
64.0,256.0,0.05,0.6508507762614713,0.1,0.5613780267762153,0.15,0.5526204859298852
64.0,320.0,0.05,0.6476188622499087,0.1,0.5680687684569823,0.15,0.5440328710309127
128.0,128.0,0.05,0.617566804164996,0.1,0.559132282841605,0.15,0.5510855478441015
64.0,384.0,0.05,0.6466490144290123,0.1,0.5663010723683106,0.15,0.5433591911683531
64.0,448.0,0.05,0.6460589936403479,0.1,0.5646568040015386,0.15,0.5475826414721119
128.0,192.0,0.05,0.6110719887573247,0.1,0.562004093148565,0.15,0.5411943542556132
64.0,512.0,0.05,0.6447043180604927,0.1,0.5641327462416013,0.15,0.5458916385949789
64.0,576.0,0.05,0.6467244720339823,0.1,0.5614268694344282,0.15,0.5484875213611768
128.0,256.0,0.05,0.6084413099368169,0.1,0.5572076244516727,0.15,0.5421967608427166
64.0,640.0,0.05,0.6462299913122015,0.1,0.56022114126355,0.15,0.5478220298665049
192.0,64.0,0.05,0.598628804538248,0.1,0.5673944135580284,0.15,0.559297419971578
128.0,320.0,0.05,0.6084850850119939,0.1,0.5521473530987346,0.15,0.5450537880965797
192.0,128.0,0.05,0.6031633203305278,0.1,0.5632334540616158,0.15,0.5420336499535496
128.0,384.0,0.05,0.6035823581231688,0.1,0.5511106094321555,0.15,0.5445261246264459
192.0,192.0,0.05,0.6048041607057759,0.1,0.5528236895775842,0.15,0.5447845218916567
128.0,448.0,0.05,0.6016700349091108,0.1,0.5517288580404103,0.15,0.543887153005629
128.0,512.0,0.05,0.5987911183669067,0.1,0.5523140733679119,0.15,0.5437303793458781
192.0,256.0,0.05,0.598711403554797,0.1,0.5502659312561431,0.15,0.5439218003281577
128.0,576.0,0.05,0.598638526011956,0.1,0.552574611262207,0.15,0.5444416692704147
256.0,64.0,0.05,0.5945471313458704,0.1,0.5690800659936415,0.15,0.5569471598737444
192.0,320.0,0.05,0.5938407314724755,0.1,0.5510913461061228,0.15,0.542896639846757
128.0,640.0,0.05,0.5976618591436764,0.1,0.552489226165605,0.15,0.5425593137797529
256.0,128.0,0.05,0.6001073342113773,0.1,0.5599248395222792,0.15,0.543226429025924
192.0,384.0,0.05,0.5878220559011968,0.1,0.5502308061056839,0.15,0.5441299260759677
256.0,192.0,0.05,0.5985939084127988,0.1,0.5519164043243712,0.15,0.5443148931207529
192.0,448.0,0.05,0.5871539285674436,0.1,0.5496552224740092,0.15,0.5421529319708038
256.0,256.0,0.05,0.5919836461884601,0.1,0.5505477538513862,0.15,0.5427365726487847
192.0,512.0,0.05,0.583123950922098,0.1,0.5497806319670999,0.15,0.5419371756882942
192.0,576.0,0.05,0.5837232038320049,0.1,0.549235471733809,0.15,0.5421811230563441
320.0,64.0,0.05,0.587222985757422,0.1,0.5778260127083052,0.15,0.551406382322843
256.0,320.0,0.05,0.5858671925539134,0.1,0.5498398218236393,0.15,0.5423555673077466
192.0,640.0,0.05,0.5824102452154545,0.1,0.5478356781933396,0.15,0.5432272641257176
320.0,128.0,0.05,0.603614423247388,0.1,0.5559935080986578,0.15,0.546714842419595
256.0,384.0,0.05,0.5810703819274762,0.1,0.5493611793433426,0.15,0.5409556587817631
320.0,192.0,0.05,0.5968755543107672,0.1,0.5527517938503241,0.15,0.5433007070361828
256.0,448.0,0.05,0.5788616044103376,0.1,0.5481462925463988,0.15,0.5412144978180787
256.0,512.0,0.05,0.5771102171628569,0.1,0.5467581509852057,0.15,0.5410496700554814
320.0,256.0,0.05,0.5870012130083155,0.1,0.5506521089540095,0.15,0.541878091776268
320.0,320.0,0.05,0.5822609076779436,0.1,0.5486306319998724,0.15,0.5415228415051074
256.0,576.0,0.05,0.5754148722510816,0.1,0.5463293546630651,0.15,0.5410707604830818
256.0,640.0,0.05,0.573910288960944,0.1,0.5468529553641185,0.15,0.5390772401590788
320.0,384.0,0.05,0.5777290875762259,0.1,0.5469123639009076,0.15,0.5425100002364789
320.0,448.0,0.05,0.57508181139735,0.1,0.547204588070636,0.15,0.5399326973884122
320.0,512.0,0.05,0.5723535389797212,0.1,0.5468217034618487,0.15,0.5389324076284792
320.0,576.0,0.05,0.5709648220952203,0.1,0.5465383742237627,0.15,0.5391971139027218
320.0,640.0,0.05,0.5695912854196558,0.1,0.544544067665342,0.15,0.5406812807401987
384.0,64.0,0.05,0.5864699466111061,0.1,0.5765530090240768,0.15,0.5488116354250093
384.0,128.0,0.05,0.601314311597477,0.1,0.5549830812661816,0.15,0.5461411233777649
384.0,192.0,0.05,0.5884648315327103,0.1,0.552820356405547,0.15,0.5448159313921915
