img_index,width,height,noise_std,noise_std_est,t_diff,max_rel_gain,rel_gain_synth_1,rel_error_synth_1,rel_gain_synth_2,rel_error_synth_2,rel_gain_synth_3,rel_error_synth_3,rel_gain_synth_4,rel_error_synth_4,rel_gain_synth_5,rel_error_synth_5,rel_gain_synth_6,rel_error_synth_6,rel_gain_synth_7,rel_error_synth_7,rel_gain_synth_8,rel_error_synth_8,rel_gain_synth_9,rel_error_synth_9,rel_gain_synth_10,rel_error_synth_10
9,480,640,0.15,0.1528891726518997,1.02,0.4741237607263739,0.473563872809495,0.0003798106589117,0.474109762979732,9.49563870742345e-06,0.474109762979732,9.49563870742345e-06,0.4740628389260272,4.13274665057012e-05,0.473563872809495,0.0003798106589117,0.473563872809495,0.0003798106589117,0.4737425526367624,0.0002585997863732,0.4740895737369776,2.3191397023173508e-05,0.4737425526367624,0.0002585997863732,0.473342129921541,0.0005302341809128
10,480,640,0.05,0.0534057147385685,0.37,0.1233386181648989,0.1035891695379214,0.0175810288256985,0.1091676482726453,0.0126150473802845,0.1109682073399822,0.0110121833478182,0.1073306828657496,0.0142503204646343,0.1035891695379214,0.0175810288256985,0.1035891695379214,0.0175810288256985,0.105468074641157,0.0159084208757422,0.1109682073399822,0.0110121833478182,0.105468074641157,0.0159084208757422,0.1035891695379214,0.0175810288256985
10,480,640,0.1,0.1025976348431144,0.6900000000000001,0.3042993541328044,0.3023744072080778,0.001475847487486,0.3018124955991626,0.0019066623975254,0.3020984711623953,0.0016874063177562,0.3018124955991626,0.0019066623975254,0.3020984711623953,0.0016874063177562,0.3020984711623953,0.0016874063177562,0.3020984711623953,0.0016874063177562,0.3020984711623953,0.0016874063177562,0.3018124955991626,0.0019066623975254,0.3023744072080778,0.001475847487486
10,480,640,0.15,0.1521669582623581,1.04,0.4923379002063578,0.4901668698849519,0.0014547846845582,0.4920974525295679,0.0001611214703832,0.4922211568941723,7.822847102482561e-05,0.4918277949531748,0.0003418161886208,0.4901668698849519,0.0014547846845582,0.4903938214477354,0.0013027068188468,0.4908128088361891,0.0010219477572457,0.4919664500931346,0.0002489048312529,0.4908128088361891,0.0010219477572457,0.4899274918796684,0.001615189379266
11,427,640,0.05,0.0536528546865318,0.38,0.1266459943234053,0.1041260588658131,0.0199884751475251,0.1102806697054371,0.0145257025724359,0.1122648191270723,0.012764590890832,0.1102806697054371,0.0145257025724359,0.1041260588658131,0.0199884751475251,0.1062014806263255,0.01814635102782,0.1062014806263255,0.01814635102782,0.1122648191270723,0.012764590890832,0.1062014806263255,0.01814635102782,0.1041260588658131,0.0199884751475251
11,427,640,0.1,0.1027130268197207,0.6900000000000001,0.3024317489373176,0.2958307819039426,0.0050681865201465,0.2952421353741951,0.0055201461182043,0.2958307819039426,0.0050681865201465,0.2952421353741951,0.0055201461182043,0.2958307819039426,0.0050681865201465,0.2958307819039426,0.0050681865201465,0.2952421353741951,0.0055201461182043,0.2958307819039426,0.0050681865201465,0.2952421353741951,0.0055201461182043,0.2964083270744951,0.0046247504851882
11,427,640,0.15,0.1522976564595306,1.01,0.4786792580516809,0.4786064891193527,4.921211407538696e-05,0.4778006736594514,0.0005941683346442,0.4776695448144205,0.0006828480427802,0.4780415735309969,0.0004312527664208,0.4786064891193527,4.921211407538696e-05,0.4785569261253568,8.273053514339717e-05,0.4784241503267635,0.0001725240436884,0.4778006736594514,0.0005941683346442,0.4784241503267635,0.0001725240436884,0.4786684236069845,7.327109403451925e-06
12,480,720,0.05,0.0508158528193687,0.85,0.2815368536085389,0.2806473434587999,0.0006940964258923,0.2812945655374278,0.0001890605568063,0.2800763691371426,0.0011396351710712,0.2813913211524201,0.000113560882552,0.280935519274537,0.0004692290606459,0.280935519274537,0.0004692290606459,0.281361020345182,0.0001372049994986,0.2806167848347228,0.0007179417206968,0.281361020345182,0.0001372049994986,0.2801377082484145,0.0010917714587642
12,480,720,0.1,0.1008838632427088,2.53,0.5158087648158305,0.5157833741692737,1.675056058930711e-05,0.5144408233014995,0.0009024499304153,0.5157339388299174,4.936373746476378e-05,0.514474214732274,0.0008804211418573,0.5157213081845409,5.769634885323291e-05,0.5157339388299174,4.936373746476378e-05,0.5153458614450656,0.0003053837538808,0.515510219000228,0.0001969548023023,0.515158802256953,0.0004287892865934,0.5158086214025756,9.461170715251835e-08
12,480,720,0.15,0.1511091003885747,50.0,0.7103094502882192,0.7102981745253598,6.592820297794317e-06,0.7092346164688591,0.0006284440626688,0.7092346164688591,0.0006284440626688,0.7092346164688591,0.0006284440626688,0.710224171094097,4.986185050192816e-05,0.7099314045700728,0.0002210393669301,0.7092346164688591,0.0006284440626688,0.7092346164688591,0.0006284440626688,0.7092346164688591,0.0006284440626688,0.7096270483709326,0.0003989932448608
13,480,720,0.05,0.0571511832077789,0.3,0.0802578357979813,0.0406630754288193,0.0366530647194181,0.0473165442165287,0.0304939158873298,0.0506640485520605,0.0273951146339614,0.0473165442165287,0.0304939158873298,0.0439780324651566,0.0335843926612437,0.0439780324651566,0.0335843926612437,0.0439780324651566,0.0335843926612437,0.0506640485520605,0.0273951146339614,0.0439780324651566,0.0335843926612437,0.0406630754288193,0.0366530647194181
13,480,720,0.1,0.1048477214845751,0.53,0.2284917282529056,0.2182341365921711,0.0083497441820974,0.2173363912079047,0.0090805145760853,0.2173363912079047,0.0090805145760853,0.2173363912079047,0.0090805145760853,0.2173363912079047,0.0090805145760853,0.2173363912079047,0.0090805145760853,0.2173363912079047,0.0090805145760853,0.2173363912079047,0.0090805145760853,0.2173363912079047,0.0090805145760853,0.2182341365921711,0.0083497441820974
13,480,720,0.15,0.1539172367303674,0.76,0.3927178155992372,0.392633966778595,6.020517559481418e-05,0.3922115575562719,0.0003635036741075,0.3922115575562719,0.0003635036741075,0.3923188192496281,0.0002864875749703,0.392633966778595,6.020517559481418e-05,0.3925744337363612,0.0001029511228118,0.392501299711387,0.0001554628550199,0.3922115575562719,0.0003635036741075,0.392501299711387,0.0001554628550199,0.392633966778595,6.020517559481418e-05
14,427,640,0.05,0.051041262530854,0.93,0.2912255659525745,0.2909972466663278,0.0001768237032065,0.2901348855025182,0.0008446862258738,0.2876333664309763,0.0027820077423483,0.2903263094727398,0.0006964363962009,0.291150481814929,5.814951285453491e-05,0.2911842224278641,3.201882444127083e-05,0.2911968487542284,2.2240264678155942e-05,0.2884438973331336,0.0021542855816897,0.2911968487542284,2.2240264678155942e-05,0.2906895581951933,0.0004151155084864
14,427,640,0.1,0.1008631276251086,50.0,0.5335791380929205,0.533552418834552,1.7422810277522386e-05,0.5320664498877933,0.0009863776622628,0.5335787002255876,2.85519880927073e-07,0.5320664498877933,0.0009863776622628,0.5332217187302548,0.0002330622227361,0.5332415367400074,0.0002201395053749,0.5322264869635862,0.0008820223852395,0.5333776095361036,0.0001314106013906,0.5320664498877933,0.0009863776622628,0.5335685069701102,6.932229675225608e-06
14,427,640,0.15,0.151372560667058,50.0,0.7280546118397961,0.7280524524968973,1.249580241262104e-06,0.7280524524968973,1.249580241262104e-06,0.7280524524968973,1.249580241262104e-06,0.7280524524968973,1.249580241262104e-06,0.7280524524968973,1.249580241262104e-06,0.7280524524968973,1.249580241262104e-06,0.7280524524968973,1.249580241262104e-06,0.7280524524968973,1.249580241262104e-06,0.7280524524968973,1.249580241262104e-06,0.7280524524968973,1.249580241262104e-06
15,550,720,0.05,0.0525977676548155,0.67,0.2084327710769979,0.2034465396929974,0.0041261967594246,0.2067261764209991,0.0014122379803369,0.2075514050305047,0.0007293463629819,0.2064116806351368,0.0016724889379322,0.203847717574849,0.0037942147977851,0.203847717574849,0.0037942147977851,0.2046300067789264,0.0031468563159557,0.2070224509223484,0.0011670654656216,0.2046300067789264,0.0031468563159557,0.2026289472116233,0.0048027693424781
15,550,720,0.1,0.1017195991817934,1.46,0.4436784047892099,0.4429071269439935,0.0005342449140042,0.4436534593969563,1.7279050632703652e-05,0.4432738353165081,0.0002802351765875,0.4436534593969563,1.7279050632703652e-05,0.4429768242327171,0.0004859673415944,0.4429071269439935,0.0005342449140042,0.4433237555402706,0.0002456566834849,0.4433707669088524,0.0002130930817673,0.4434149696918132,0.0001824749172134,0.4427564275420195,0.0006386306286302
15,550,720,0.15,0.1515896855365647,50.0,0.6517803767091657,0.644199350653877,0.0045896089832428,0.6515738398375229,0.0001250389425585,0.6515738398375229,0.0001250389425585,0.6516919343253735,5.3543670235595504e-05,0.6443354994795412,0.0045071834818965,0.6437750337693728,0.0048464935488226,0.6468577858899126,0.002980172720698,0.6517482144323963,1.9471279125743485e-05,0.6466783337037327,0.0030888143952876,0.642516603055554,0.0056083567671797
16,452,640,0.05,0.052121266469986,0.39,0.1384080459506358,0.1228627680645591,0.013655277596967,0.1263421672841441,0.010598904943979,0.1296122723812667,0.0077263803612914,0.1263421672841441,0.010598904943979,0.1228627680645591,0.013655277596967,0.1228627680645591,0.013655277596967,0.1246232304476361,0.0121088528423818,0.1280091111352202,0.009134628705766,0.1246232304476361,0.0121088528423818,0.1210700465716099,0.0152300393876325
16,452,640,0.1,0.1016826963996247,0.71,0.3200816661248782,0.3162397277864686,0.0029103792871298,0.3158049463138146,0.0032397388137492,0.3162397277864686,0.0029103792871298,0.3158049463138146,0.0032397388137492,0.3162397277864686,0.0029103792871298,0.3162397277864686,0.0029103792871298,0.3158049463138146,0.0032397388137492,0.3162397277864686,0.0029103792871298,0.3158049463138146,0.0032397388137492,0.3166611543553649,0.0025911364859375
16,452,640,0.15,0.1523511075261204,1.1,0.5018989077851198,0.5018418886062095,3.796472493242604e-05,0.5016716595899192,0.0001513072511223,0.5015467237689941,0.000234492491006,0.5017723189399482,8.428586272713457e-05,0.5018418886062095,3.796472493242604e-05,0.5018711270883603,1.8497048380246504e-05,0.5018989077851198,0.0,0.5016716595899192,0.0001513072511223,0.5018989077851198,0.0,0.5017498777842433,9.922771772721377e-05
17,480,640,0.05,0.0639188945555973,0.32,0.0659272231202634,0.0044767928923908,0.0576497427732356,0.0113884569105619,0.0511655627389376,0.0149665724440236,0.0478087523903028,0.0113884569105619,0.0511655627389376,0.0044767928923908,0.0576497427732356,0.0044767928923908,0.0576497427732356,0.0078903613934322,0.0544473022810518,0.0149665724440236,0.0478087523903028,0.0078903613934322,0.0544473022810518,0.0044767928923908,0.0576497427732356
17,480,640,0.1,0.1091455739915508,0.55,0.2043745006915204,0.1867817611911862,0.0146073663052753,0.1857859733071831,0.0154341754775314,0.1867817611911862,0.0146073663052753,0.1857859733071831,0.0154341754775314,0.1867817611911862,0.0146073663052753,0.1867817611911862,0.0146073663052753,0.1857859733071831,0.0154341754775314,0.1857859733071831,0.0154341754775314,0.1857859733071831,0.0154341754775314,0.1867817611911862,0.0146073663052753
17,480,640,0.15,0.1571359141728049,0.79,0.364593353068741,0.3633347715212323,0.0009223125297205,0.3623449769707377,0.0016476528285493,0.3621310340573598,0.0018044342703588,0.3625544608189933,0.0014941390745913,0.3633347715212323,0.0009223125297205,0.3631497819917409,0.0010578763803543,0.3629575554824123,0.0011987436276529,0.3623449769707377,0.0016476528285493,0.3629575554824123,0.0011987436276529,0.3635116738916643,0.0007926751032783
18,422,640,0.05,0.0509047330254782,0.9,0.2879088705536166,0.2875606149655834,0.0002704039051175,0.2871881980303512,0.000559567947502,0.2848999003521033,0.002336322289806,0.2871881980303512,0.000559567947502,0.2877104858870151,0.0001540362607458,0.2877713589119871,0.000106771251269,0.287906033624228,2.2027407788350542e-06,0.2856657183748666,0.0017417010085393,0.2879088705536166,0.0,0.287163799137729,0.0005785125274953
18,422,640,0.1,0.1012957099759582,50.0,0.5299286853557301,0.5285604535198234,0.0008943108584101,0.5276400722465415,0.0014958952865548,0.5291387625289297,0.000516313495107,0.5276400722465415,0.0014958952865548,0.5276400722465415,0.0014958952865548,0.5276400722465415,0.0014958952865548,0.5276400722465415,0.0014958952865548,0.5276400722465415,0.0014958952865548,0.5276400722465415,0.0014958952865548,0.5292283172461418,0.0004577782718188
18,422,640,0.15,0.1514902427338966,50.0,0.7240033558126303,0.7239924111747988,6.34838545677248e-06,0.7239924111747988,6.34838545677248e-06,0.7239924111747988,6.34838545677248e-06,0.7239924111747988,6.34838545677248e-06,0.7239924111747988,6.34838545677248e-06,0.7239924111747988,6.34838545677248e-06,0.7239924111747988,6.34838545677248e-06,0.7239924111747988,6.34838545677248e-06,0.7239924111747988,6.34838545677248e-06,0.7239924111747988,6.34838545677248e-06
19,427,640,0.05,0.0652824344128876,0.29,0.055243639285895,0.0126450556292004,0.0643346165640355,0.0082780762707519,0.0601962553402676,0.0038018848006198,0.0559543994280527,0.0082780762707519,0.0601962553402676,0.0126450556292004,0.0643346165640355,0.0126450556292004,0.0643346165640355,0.0126450556292004,0.0643346165640355,0.0038018848006198,0.0559543994280527,0.0126450556292004,0.0643346165640355,0.016896544596129,0.0683635334971958
19,427,640,0.1,0.1107749090861522,0.49,0.1796850125712599,0.1531117336903942,0.0225257408525909,0.1531117336903942,0.0225257408525909,0.1545585131099256,0.0212993292222711,0.1531117336903942,0.0225257408525909,0.1531117336903942,0.0225257408525909,0.1531117336903942,0.0225257408525909,0.1531117336903942,0.0225257408525909,0.1531117336903942,0.0225257408525909,0.1531117336903942,0.0225257408525909,0.1545585131099256,0.0212993292222711
19,427,640,0.15,0.1582347759793471,0.7000000000000001,0.3255773207238532,0.3206072579199339,0.0037493571489329,0.3188000852289924,0.0051126670537483,0.3183405047616483,0.0054593691737673,0.3188000852289924,0.0051126670537483,0.3201620970703595,0.0040851812782498,0.3201620970703595,0.0040851812782498,0.3197118114352241,0.0044248714857509,0.3188000852289924,0.0051126670537483,0.3197118114352241,0.0044248714857509,0.3206072579199339,0.0037493571489329
20,640,480,0.05,0.0521771225676983,0.48,0.1702857004502461,0.1572505743330125,0.011138413561935,0.1639940529756763,0.0053761636770826,0.1639940529756763,0.0053761636770826,0.1618710735458352,0.0071902330355515,0.1572505743330125,0.011138413561935,0.1572505743330125,0.011138413561935,0.1596093227308771,0.0091228814598533,0.1618710735458352,0.0071902330355515,0.1584397930611553,0.0101222354374947,0.1572505743330125,0.011138413561935
20,640,480,0.1,0.1016026280854503,0.89,0.3683454027939174,0.3664369490977118,0.0013947163430438,0.366651262728735,0.0012380938772646,0.366651262728735,0.0012380938772646,0.3662143906074871,0.0015573642313403,0.366651262728735,0.0012380938772646,0.366651262728735,0.0012380938772646,0.3662143906074871,0.0015573642313403,0.3662143906074871,0.0015573642313403,0.3662143906074871,0.0015573642313403,0.3668566939095129,0.0010879627916787
