img_index,width,height,noise_std,noise_std_est,avg_mass_loss,t_diff,max_rel_gain,rel_gain_synth_1,rel_error_synth_1,rel_gain_synth_2,rel_error_synth_2,rel_gain_synth_3,rel_error_synth_3,rel_gain_synth_4,rel_error_synth_4,rel_gain_synth_5,rel_error_synth_5,rel_gain_synth_6,rel_error_synth_6,rel_gain_synth_7,rel_error_synth_7,rel_gain_synth_8,rel_error_synth_8,rel_gain_synth_9,rel_error_synth_9,rel_gain_synth_10,rel_error_synth_10,rel_gain_synth_11,rel_error_synth_11,rel_gain_synth_12,rel_error_synth_12,rel_gain_synth_13,rel_error_synth_13,rel_gain_synth_14,rel_error_synth_14,rel_gain_synth_15,rel_error_synth_15,rel_gain_synth_16,rel_error_synth_16
35,640,427,0.1,0.1017544247348021,7.623438719750195e-08,0.138,0.53083926,0.5025448,0.01848297,0.5084513,0.01462466,0.50056666,0.01977518,0.5015505,0.01913251,0.5015505,0.01913251,0.50056666,0.01977518,0.5025448,0.01848297,0.50056666,0.01977518,0.5015505,0.01913251,0.5015505,0.01913251,0.50056666,0.01977518,0.49957147,0.02042527,0.5299983,0.00054936,0.5279073,0.00191526,0.49957147,0.02042527,0.5074684,0.01526671
35,640,427,0.15,0.15171899872800018,7.623438719750195e-08,0.232,0.7542626,0.72696596,0.01556021,0.73422813,0.01142046,0.73161393,0.01291068,0.724278,0.01709246,0.73029184,0.01366431,0.72628814,0.0159466,0.7367842,0.00996341,0.72696596,0.01556021,0.73292726,0.01216203,0.7276297,0.01518181,0.7276297,0.01518181,0.7195435,0.01979129,0.754262,3.9340637e-07,0.7505689,0.00210558,0.7181921,0.02056165,0.7309606,0.0132831
36,341,227,0.05,0.0542162789612115,3.364252156351062e-08,0.061,0.22783667,0.17881775,0.039923,0.18371406,0.03593525,0.17168468,0.04573246,0.17641266,0.0418818,0.17168468,0.04573246,0.17403004,0.04382231,0.17168468,0.04573246,0.17403004,0.04382231,0.17168468,0.04573246,0.17403004,0.04382231,0.17168468,0.04573246,0.17403004,0.04382231,0.21566817,0.00991052,0.2216443,0.00504332,0.17403004,0.04382231,0.18619767,0.03391249
36,341,227,0.1,0.10339980096690954,6.728504312702124e-08,0.125,0.44164917,0.41599166,0.01779732,0.42306113,0.01289358,0.40993145,0.02200099,0.41599166,0.01779732,0.41093785,0.02130289,0.41194284,0.02060578,0.41093785,0.02130289,0.41194284,0.02060578,0.41093785,0.02130289,0.41295353,0.01990473,0.41093785,0.02130289,0.41093785,0.02130289,0.4409427,0.00049003,0.44126782,0.00026452,0.41093785,0.02130289,0.42205766,0.01358964
36,341,227,0.15,0.1533912779563449,6.728504312702124e-08,0.21,0.6641743,0.6455294,0.01120371,0.65265715,0.00692067,0.63690203,0.01638787,0.6436883,0.01231002,0.63936174,0.01490987,0.63998383,0.01453603,0.6406008,0.01416531,0.63998383,0.01453603,0.63936174,0.01490987,0.6412198,0.01379334,0.6375122,0.01602122,0.63567597,0.01712463,0.6632229,0.0005717,0.6607198,0.00207581,0.63567597,0.01712463,0.6515177,0.00760535
37,275,183,0.05,0.052758297877443815,2.5873488988243087e-08,0.067,0.25663766,0.20860751,0.03822117,0.21868101,0.03020493,0.19619408,0.04809946,0.20610659,0.04021133,0.19865032,0.04614485,0.19865032,0.04614485,0.19619408,0.04809946,0.19865032,0.04614485,0.19865032,0.04614485,0.20112155,0.0441783,0.19865032,0.04614485,0.19865032,0.04614485,0.25461856,0.00160677,0.25554186,0.00087202,0.20112155,0.0441783,0.21868101,0.03020493
37,275,183,0.1,0.10233011050902523,2.5873488988243087e-08,0.131,0.46271485,0.42851472,0.02338127,0.43922046,0.01606218,0.41613215,0.03184675,0.42851472,0.02338127,0.4188879,0.02996274,0.4202692,0.02901841,0.41751012,0.03090468,0.4188879,0.02996274,0.4188879,0.02996274,0.42302543,0.02713408,0.41751012,0.03090468,0.41751012,0.03090468,0.46271485,0.,0.46209407,0.00042442,0.4188879,0.02996274,0.43922046,0.01606218
37,275,183,0.15,0.15234065208320752,6.468372247060772e-08,0.20500000000000002,0.66820884,0.64065564,0.01651666,0.65026087,0.01075885,0.6268279,0.02480562,0.63884264,0.01760345,0.6296253,0.02312873,0.63148415,0.02201445,0.62869674,0.02368535,0.6296253,0.02312873,0.6305548,0.02257156,0.6333333,0.02090597,0.6277653,0.02424369,0.6258982,0.02536293,0.66649,0.00103036,0.66601443,0.00131545,0.6268279,0.02480562,0.6485706,0.01177206
38,190,127,0.05,0.05586565041258235,5.3961182483768476e-08,0.076,0.18308756,0.11847313,0.05461508,0.12923022,0.0455227,0.10397246,0.06687171,0.11847313,0.05461508,0.10600452,0.06515412,0.11009798,0.06169414,0.10397246,0.06687171,0.10802521,0.06344614,0.10600452,0.06515412,0.11009798,0.06169414,0.10600452,0.06515412,0.10600452,0.06515412,0.17525528,0.00662019,0.17008165,0.0109932,0.11009798,0.06169414,0.12923022,0.0455227
38,190,127,0.1,0.10506480177529073,5.3961182483768476e-08,0.151,0.3722045,0.3149657,0.04171304,0.32518438,0.03426613,0.29765815,0.05432598,0.31370035,0.04263516,0.29886723,0.05344487,0.3037437,0.04989111,0.29645097,0.05520572,0.30129644,0.05167457,0.29886723,0.05344487,0.3037437,0.04989111,0.29886723,0.05344487,0.29765815,0.05432598,0.37063894,0.00114092,0.36958778,0.00190695,0.30129644,0.05167457,0.32646143,0.03333546
38,190,127,0.15,0.15564953918978744,2.6980591241884238e-08,0.243,0.5551471,0.498337,0.03653037,0.5093824,0.0294279,0.47578844,0.05102969,0.49558383,0.03830075,0.47755063,0.04989656,0.48198676,0.04704402,0.4740294,0.05216081,0.48020104,0.04819227,0.47843033,0.04933089,0.48377973,0.04589109,0.47755063,0.04989656,0.4740294,0.05216081,0.5551471,0.,0.55387825,0.00081591,0.47755063,0.04989656,0.5093824,0.0294279
39,256,170,0.05,0.05120173378471919,1.495959712009804e-08,0.051000000000000004,0.2720287,0.25729746,0.01158092,0.26166764,0.00814531,0.24777597,0.01906619,0.2549912,0.01339397,0.25021583,0.0171481,0.25021583,0.0171481,0.24777597,0.01906619,0.25021583,0.0171481,0.25021583,0.0171481,0.25262964,0.01525049,0.25021583,0.0171481,0.25021583,0.0171481,0.27059403,0.00112787,0.27059403,0.00112787,0.25021583,0.0171481,0.26367787,0.00656498
39,256,170,0.1,0.10184769207371826,1.495959712009804e-08,0.112,0.50933796,0.5047051,0.00306947,0.5076949,0.00108857,0.4970054,0.00817083,0.5039549,0.00356652,0.49887735,0.00693059,0.49979657,0.00632156,0.49796313,0.0075363,0.49887735,0.00693059,0.49887735,0.00693059,0.50066316,0.00574743,0.49796313,0.0075363,0.49796313,0.0075363,0.4971643,0.00806555,0.49304646,0.01079379,0.49887735,0.00693059,0.5081499,0.00078713
39,256,170,0.15,0.1517583862812136,5.983838848039216e-08,0.186,0.7445825,0.74230695,0.00130434,0.7445197,3.5984925e-05,0.7343985,0.00583752,0.74156624,0.00172892,0.7361656,0.00482461,0.7372859,0.00418241,0.73558986,0.00515459,0.7367332,0.00449923,0.7367332,0.00449923,0.73885816,0.00328121,0.73558986,0.00515459,0.7337863,0.00618842,0.71287286,0.01817607,0.7150528,0.01692653,0.7343985,0.00583752,0.7443168,0.00015229
40,360,240,0.05,0.061990167887885105,3.014081790123457e-08,0.055,0.10164377,0.01675178,0.07705939,0.01967036,0.07441008,0.01389581,0.07965185,0.01675178,0.07705939,0.01389581,0.07965185,0.01389581,0.07965185,0.01389581,0.07965185,0.01389581,0.07965185,0.01389581,0.07965185,0.01389581,0.07965185,0.01389581,0.07965185,0.01389581,0.07965185,0.0447292,0.05166331,0.05137914,0.04562693,0.01675178,0.07705939,0.01967036,0.07441008
40,360,240,0.1,0.10750132645471101,6.028163580246914e-08,0.1,0.25609353,0.22269368,0.02659025,0.22523469,0.02456731,0.22017321,0.02859685,0.22269368,0.02659025,0.22017321,0.02859685,0.22143306,0.02759385,0.22017321,0.02859685,0.22143306,0.02759385,0.22017321,0.02859685,0.22143306,0.02759385,0.22017321,0.02859685,0.22017321,0.02859685,0.23911461,0.01351723,0.244925,0.00889146,0.22017321,0.02859685,0.22523469,0.02456731
40,360,240,0.15,0.15609100089255845,3.014081790123457e-08,0.16,0.4361304,0.4211831,0.01040804,0.4235898,0.00873224,0.41935048,0.01168412,0.42057228,0.01083337,0.41996467,0.01125647,0.41996467,0.01125647,0.41996467,0.01125647,0.41996467,0.01125647,0.41996467,0.01125647,0.41996467,0.01125647,0.41935048,0.01168412,0.41873425,0.01211322,0.43245736,0.00255761,0.4342871,0.00128353,0.41873425,0.01211322,0.42299342,0.00914748
41,255,170,0.05,0.052898585281146576,6.00730488273741e-08,0.148,0.4034308,0.3216985,0.0582375,0.35421246,0.03507,0.28612816,0.08358276,0.31932122,0.05993139,0.29207137,0.07934798,0.29718882,0.07570162,0.28708667,0.0828998,0.2930701,0.07863636,0.29207137,0.07934798,0.30139172,0.07270686,0.29104605,0.08007857,0.29410136,0.07790154,0.3869784,0.01172299,0.3869784,0.01172299,0.29824206,0.07495113,0.35843638,0.0320603
41,255,170,0.1,0.10312925246491865,6.00730488273741e-08,0.308,0.667947,0.5907382,0.04628971,0.63462645,0.01997698,0.53609,0.07905345,0.5863588,0.04891535,0.5458893,0.07317837,0.5534531,0.06864361,0.53849626,0.07761081,0.5471376,0.07242997,0.5458893,0.07317837,0.5593287,0.06512097,0.54216033,0.07541407,0.54093164,0.07615071,0.6226264,0.02717145,0.6150751,0.03169876,0.5446419,0.07392626,0.63706446,0.01851529
41,255,170,0.15,0.15324137336653887,2.4029219530949636e-06,0.856,0.90863943,0.7531391,0.08147183,0.83041096,0.04098651,0.6522063,0.13435389,0.7386068,0.08908577,0.6684491,0.12584375,0.68130666,0.11910725,0.66080314,0.12984973,0.6731838,0.12336308,0.67293537,0.12349322,0.69545317,0.11169542,0.66173804,0.1293599,0.6455777,0.13782683,0.8520505,0.02964883,0.85776,0.02665742,0.6545292,0.13313685,0.82011026,0.04638338
42,591,394,0.05,0.051438055900298235,5.591844388901773e-09,0.05,0.24539226,0.22096519,0.01961396,0.22361794,0.01748391,0.21827506,0.02177403,0.22096519,0.01961396,0.21827506,0.02177403,0.22096519,0.01961396,0.21827506,0.02177403,0.22096519,0.01961396,0.21827506,0.02177403,0.21827506,0.02177403,0.21827506,0.02177403,0.22096519,0.01961396,0.23964427,0.00461541,0.2438963,0.00120119,0.22096519,0.01961396,0.22361794,0.01748391
42,591,394,0.1,0.1014824197701745,1.1183688777803546e-08,0.105,0.45471796,0.44114536,0.00933006,0.4422844,0.00854705,0.43999702,0.01011945,0.44114536,0.00933006,0.43999702,0.01011945,0.43999702,0.01011945,0.43999702,0.01011945,0.44114536,0.00933006,0.43999702,0.01011945,0.43999702,0.01011945,0.43999702,0.01011945,0.43999702,0.01011945,0.45336878,0.00092746,0.4543296,0.00026695,0.43999702,0.01011945,0.4422844,0.00854705
42,591,394,0.15,0.15205143595080442,1.6775533166705316e-08,0.176,0.6654818,0.6539765,0.0069081,0.6553503,0.00608321,0.6546654,0.00649448,0.653266,0.00733471,0.6539765,0.0069081,0.653266,0.00733471,0.656014,0.00568473,0.6539765,0.0069081,0.6546654,0.00649448,0.6525537,0.00776242,0.653266,0.00733471,0.65034527,0.0090884,0.6652827,0.00011954,0.66461986,0.00051754,0.65034527,0.0090884,0.6539765,0.0069081
43,560,839,0.05,0.05185454617254838,8.868267211533004e-08,0.07,0.16554166,0.10346419,0.05326062,0.09256796,0.06260926,0.1174494,0.04126173,0.10346419,0.05326062,0.11463126,0.04367961,0.1174494,0.04126173,0.1174494,0.04126173,0.12308823,0.03642378,0.1118224,0.04608952,0.10902249,0.04849176,0.11463126,0.04367961,0.11463126,0.04367961,0.07439577,0.07820046,0.13425173,0.02684583,0.1174494,0.04126173,0.09256796,0.06260926
43,560,839,0.1,0.10149967968820506,4.434133605766502e-08,0.15,0.3331047,0.29123518,0.03140754,0.2816037,0.03863239,0.3022942,0.02311184,0.29123518,0.03140754,0.30073947,0.02427809,0.3022942,0.02311184,0.30536973,0.02080479,0.3083878,0.01854087,0.30073947,0.02427809,0.2944277,0.02901275,0.3022942,0.02311184,0.30073947,0.02427809,0.23006402,0.07729377,0.31955516,0.01016391,0.3022942,0.02311184,0.27679422,0.04224009
43,560,839,0.15,0.15156373859223018,1.7736534423066007e-07,0.275,0.50129765,0.44378886,0.03830606,0.43338615,0.04523519,0.4612416,0.02668095,0.442625,0.03908129,0.45892808,0.02822197,0.4600863,0.0274505,0.4612416,0.02668095,0.46696806,0.0228666,0.4600863,0.0274505,0.44961557,0.03442494,0.45892808,0.02822197,0.45427877,0.03131882,0.3545734,0.09773163,0.47584206,0.01695572,0.45427877,0.03131882,0.42769364,0.04902692
44,600,400,0.05,0.05185405035874,4.340277777777778e-08,0.051000000000000004,0.18779725,0.14792977,0.03356421,0.14792977,0.03356421,0.14505723,0.03598259,0.14792977,0.03356421,0.14792977,0.03356421,0.14792977,0.03356421,0.14792977,0.03356421,0.14792977,0.03356421,0.14505723,0.03598259,0.14792977,0.03356421,0.14792977,0.03356421,0.14792977,0.03356421,0.16495402,0.01923159,0.1728033,0.01262332,0.14792977,0.03356421,0.14792977,0.03356421
44,600,400,0.1,0.10159444778148166,4.340277777777778e-08,0.107,0.39169133,0.364821,0.01930768,0.364821,0.01930768,0.36342254,0.02031253,0.36342254,0.02031253,0.36342254,0.02031253,0.36342254,0.02031253,0.36342254,0.02031253,0.36342254,0.02031253,0.36342254,0.02031253,0.36201254,0.02132569,0.36342254,0.02031253,0.36201254,0.02132569,0.380516,0.00803004,0.38754487,0.00297943,0.36201254,0.02132569,0.364821,0.01930768
44,600,400,0.15,0.1516112898244566,4.340277777777778e-08,0.17300000000000001,0.59904504,0.57734656,0.01356964,0.5791225,0.01245902,0.57823455,0.01301433,0.5764462,0.01413272,0.57734656,0.01356964,0.5764462,0.01413272,0.5791225,0.01245902,0.57734656,0.01356964,0.57823455,0.01301433,0.5764462,0.01413272,0.5764462,0.01413272,0.5746386,0.01526313,0.5925039,0.00409065,0.5972369,0.00113077,0.5737312,0.0158306,0.57734656,0.01356964
45,575,404,0.05,0.05103173981634503,4.4841440665805714e-08,0.057,0.2957562,0.26949972,0.02026344,0.27186212,0.01844024,0.26711455,0.02210418,0.26949972,0.02026344,0.26711455,0.02210418,0.26711455,0.02210418,0.26711455,0.02210418,0.26949972,0.02026344,0.26711455,0.02210418,0.26711455,0.02210418,0.26711455,0.02210418,0.26711455,0.02210418,0.2930602,0.00208063,0.29567564,6.217836e-05,0.26949972,0.02026344,0.27186212,0.01844024
45,575,404,0.1,0.10132602172598476,8.968288133161143e-08,0.12,0.5165701,0.49536297,0.01398363,0.49663725,0.01314337,0.49144757,0.01656537,0.49407017,0.01483607,0.4927669,0.01569544,0.4927669,0.01569544,0.4927669,0.01569544,0.49407017,0.01483607,0.49144757,0.01656537,0.49144757,0.01656537,0.49144757,0.01656537,0.49144757,0.01656537,0.51557857,0.00065379,0.5149446,0.00107182,0.49144757,0.01656537,0.49663725,0.01314337
45,575,404,0.15,0.15171336677452998,4.4841440665805714e-08,0.196,0.72629064,0.70496774,0.01235188,0.7067126,0.01134113,0.70584226,0.0118453,0.7023054,0.01389414,0.7040845,0.01286352,0.7031996,0.0133761,0.70757157,0.01084355,0.7040845,0.01286352,0.70496774,0.01235188,0.7023054,0.01389414,0.7031996,0.0133761,0.69778174,0.01651455,0.72583026,0.00026672,0.7252008,0.00063137,0.69778174,0.01651455,0.70496774,0.01235188
46,595,396,0.05,0.050674070031751214,2.2104801516566224e-08,0.057,0.3399121,0.31978473,0.0150214,0.32199836,0.01336933,0.31527546,0.01838674,0.31978473,0.0150214,0.3175459,0.01669229,0.3175459,0.01669229,0.3175459,0.01669229,0.3175459,0.01669229,0.31527546,0.01838674,0.3175459,0.01669229,0.3175459,0.01669229,0.3175459,0.01669229,0.33952096,0.0002919,0.33878186,0.0008435,0.3175459,0.01669229,0.32199836,0.01336933
46,595,396,0.1,0.10100195839916175,2.2104801516566224e-08,0.127,0.6114969,0.5957617,0.00976432,0.5978552,0.00846524,0.5914178,0.01245993,0.59361047,0.01109926,0.5925197,0.01177613,0.59361047,0.01109926,0.59361047,0.01109926,0.59361047,0.01109926,0.5914178,0.01245993,0.5914178,0.01245993,0.5914178,0.01245993,0.5903105,0.01314703,0.6110214,0.00029506,0.5970639,0.00895626,0.5914178,0.01245993,0.5978552,0.00846524
46,595,396,0.15,0.1514399294295671,4.420960303313245e-08,0.223,0.87084365,0.8505962,0.01082263,0.8549783,0.00848029,0.8528089,0.0096399,0.8468481,0.01282606,0.8505962,0.01082263,0.8483562,0.01201994,0.8563949,0.00772312,0.8505962,0.01082263,0.8520737,0.01003287,0.8468481,0.01282606,0.84910345,0.01162051,0.8384889,0.01729421,0.86815196,0.00143875,0.8548121,0.00856915,0.8384889,0.01729421,0.8513386,0.01042578
47,488,325,0.05,0.050862130604431975,3.283942833123161e-08,0.07200000000000001,0.40692234,0.38003704,0.0191093,0.38373896,0.01647809,0.37071368,0.0257361,0.3781653,0.02043969,0.37258077,0.02440901,0.37630978,0.02175854,0.37258077,0.02440901,0.3781653,0.02043969,0.37071368,0.0257361,0.37258077,0.02440901,0.37258077,0.02440901,0.3744347,0.02309129,0.40401313,0.00206779,0.39034924,0.01177969,0.37630978,0.02175854,0.38556814,0.01517797
47,488,325,0.1,0.10129246104424469,3.283942833123161e-08,0.165,0.68174076,0.6516654,0.01788346,0.6585262,0.01380389,0.6388079,0.02552882,0.6486857,0.01965527,0.6397953,0.02494167,0.64471775,0.02201468,0.6417634,0.02377142,0.64769673,0.02024332,0.6378312,0.02610956,0.6388079,0.02552882,0.6397953,0.02494167,0.63684547,0.0266957,0.6750919,0.00395352,0.6444469,0.02217574,0.6388079,0.02552882,0.6575539,0.01438204
47,488,325,0.15,0.15167937022124076,1.3135771332492644e-07,0.303,0.9442234,0.9060778,0.01961997,0.9182366,0.01336616,0.8959239,0.02484256,0.8959239,0.02484256,0.8930336,0.02632917,0.8959239,0.02484256,0.90535504,0.01999172,0.90100706,0.02222807,0.8944774,0.02558655,0.8872804,0.02928829,0.8901522,0.02781122,0.8697355,0.03831244,0.929413,0.00761762,0.8988871,0.02331845,0.87110776,0.0376066,0.91040504,0.01739429
48,310,206,0.05,0.052637053144872284,2.0389654452448063e-08,0.059000000000000004,0.2061272,0.1589083,0.03914919,0.16432475,0.03465841,0.15351163,0.04362357,0.1589083,0.03914919,0.15351163,0.04362357,0.15351163,0.04362357,0.15351163,0.04362357,0.15351163,0.04362357,0.15351163,0.04362357,0.15620242,0.04139263,0.15351163,0.04362357,0.15351163,0.04362357,0.19470061,0.00947378,0.19866489,0.006187,0.15620242,0.04139263,0.16702865,0.0324166
48,310,206,0.1,0.10211465170818884,4.0779308904896127e-08,0.11800000000000001,0.39378372,0.35607967,0.02705157,0.36372292,0.02156777,0.3498852,0.03149594,0.35607967,0.02705157,0.35144156,0.03037928,0.35144156,0.03037928,0.35144156,0.03037928,0.35144156,0.03037928,0.35144156,0.03037928,0.35298583,0.02927131,0.3498852,0.03149594,0.3498852,0.03149594,0.38905898,0.00338986,0.3924751,0.00093889,0.35144156,0.03037928,0.36372292,0.02156777
48,310,206,0.15,0.15326123335539774,4.0779308904896127e-08,0.193,0.58461756,0.5430327,0.02624281,0.5518565,0.0206744,0.53410834,0.03187468,0.5419262,0.02694109,0.5363416,0.03046535,0.5374637,0.0297572,0.5363416,0.03046535,0.5363416,0.03046535,0.5363416,0.03046535,0.53857505,0.02905587,0.5352299,0.03116689,0.5329986,0.03257499,0.58129805,0.00209482,0.5827232,0.00119545,0.53410834,0.03187468,0.54967296,0.02205236
49,610,406,0.05,0.05071524484351745,4.206035155724246e-08,0.064,0.30004036,0.26736197,0.02513644,0.269455,0.02352649,0.26315048,0.02837594,0.26525086,0.02676031,0.26315048,0.02837594,0.26525086,0.02676031,0.26525086,0.02676031,0.26525086,0.02676031,0.26315048,0.02837594,0.26315048,0.02837594,0.26315048,0.02837594,0.26525086,0.02676031,0.29400292,0.00464404,0.29981506,0.00017331,0.26525086,0.02676031,0.269455,0.02352649
49,610,406,0.1,0.1009480194605523,4.206035155724246e-08,0.139,0.5449961,0.5094807,0.02298736,0.5132094,0.02057396,0.5057196,0.02542174,0.5082281,0.02379811,0.50697696,0.02460793,0.50697696,0.02460793,0.5082281,0.02379811,0.5082281,0.02379811,0.50697696,0.02460793,0.5057196,0.02542174,0.5057196,0.02542174,0.5044641,0.02623438,0.54206866,0.00189478,0.54366887,0.00085906,0.5057196,0.02542174,0.5132094,0.02057396
49,610,406,0.15,0.15172082023995415,8.412070311448492e-08,0.249,0.7753063,0.7144476,0.03428063,0.72016877,0.031058,0.7182567,0.03213504,0.71066225,0.03641287,0.7153956,0.03374664,0.7125509,0.03534905,0.72303814,0.02944173,0.7144476,0.03428063,0.7182567,0.03213504,0.7116042,0.03588232,0.7134961,0.03481662,0.70316464,0.04063615,0.7683778,0.00390271,0.7752383,3.828978e-05,0.70316464,0.04063615,0.71634996,0.0332091
50,224,158,0.05,0.05333435757711859,3.679032926461724e-08,0.068,0.26236466,0.21934545,0.03407826,0.23096757,0.02487165,0.20371568,0.0464596,0.21934545,0.03407826,0.20588332,0.04474248,0.20807491,0.04300638,0.20371568,0.0464596,0.20807491,0.04300638,0.20588332,0.04474248,0.21028802,0.04125324,0.20588332,0.04474248,0.20588332,0.04474248,0.26236466,0.,0.26230398,4.8061047e-05,0.20807491,0.04300638,0.23096757,0.02487165
50,224,158,0.1,0.10338139613655821,3.679032926461724e-08,0.14200000000000002,0.47748142,0.44938186,0.01901857,0.45934,0.01227862,0.43029252,0.03193877,0.44825035,0.01978441,0.43361467,0.02969024,0.43694773,0.02743433,0.43029252,0.03193877,0.4347151,0.02894543,0.43249527,0.03044787,0.43807942,0.02666837,0.43249527,0.03044787,0.4314009,0.03118857,0.47354758,0.00266255,0.47252378,0.00335548,0.43361467,0.02969024,0.4604138,0.01155183
50,224,158,0.15,0.1529700888867648,2.2074197558770343e-07,0.23600000000000002,0.68767744,0.6639368,0.01406706,0.67517936,0.0074055,0.63860726,0.02907557,0.6609357,0.01584529,0.6424599,0.02679275,0.6471102,0.0240373,0.63860726,0.02907557,0.6447935,0.02541003,0.64324564,0.0263272,0.6494491,0.02265145,0.6416944,0.02724634,0.6362882,0.03044966,0.67513967,0.00742903,0.6774916,0.00603543,0.6401531,0.02815963,0.67387974,0.00817555
51,335,223,0.05,0.05214661598983653,6.971867121790153e-08,0.078,0.34987625,0.30460954,0.03353398,0.3188571,0.02297926,0.28916463,0.04497568,0.30261883,0.03500871,0.29292336,0.04219119,0.29482496,0.04078247,0.29292336,0.04219119,0.29482496,0.04078247,0.29292336,0.04219119,0.29674727,0.0393584,0.29103205,0.04359229,0.29482496,0.04078247,0.34818313,0.00125427,0.34495035,0.00364915,0.29674727,0.0393584,0.3209178,0.02145269
51,335,223,0.1,0.10195656744290468,6.971867121790153e-08,0.156,0.5922936,0.56319577,0.01827417,0.5787769,0.00848882,0.54378045,0.03046748,0.56209844,0.01896331,0.5491099,0.02712047,0.5512694,0.02576423,0.5480531,0.02778414,0.5502096,0.0264298,0.5491099,0.02712047,0.5534295,0.02440763,0.54591197,0.02912881,0.5469628,0.02846888,0.58230823,0.00627106,0.5694428,0.01435088,0.5469628,0.02846888,0.57780766,0.00909752
51,335,223,0.15,0.15242093628469114,6.971867121790153e-08,0.263,0.8221796,0.7914985,0.0168376,0.8109917,0.00613984,0.76414156,0.03185089,0.7868145,0.01940811,0.7703415,0.02844838,0.77268046,0.0271648,0.77424836,0.02630435,0.77268046,0.0271648,0.77268046,0.0271648,0.7773859,0.0245825,0.76568544,0.03100362,0.75953907,0.03437672,0.80557114,0.0091146,0.7968029,0.01392656,0.75953907,0.03437672,0.80703974,0.00830867
52,450,300,0.05,0.06240241300660905,3.858024691358025e-08,0.052000000000000005,0.07147127,0.02446751,0.08953929,0.02103143,0.0863324,0.02446751,0.08953929,0.02446751,0.08953929,0.02446751,0.08953929,0.02446751,0.08953929,0.02446751,0.08953929,0.02446751,0.08953929,0.02446751,0.08953929,0.02446751,0.08953929,0.02446751,0.08953929,0.02446751,0.08953929,0.00682447,0.0730731,0.00421849,0.06276676,0.02446751,0.08953929,0.02103143,0.0863324
52,450,300,0.1,0.10786280662529427,3.858024691358025e-08,0.095,0.19256651,0.14087209,0.0433472,0.14258271,0.0419128,0.13917047,0.04477406,0.14087209,0.0433472,0.13917047,0.04477406,0.14087209,0.0433472,0.14087209,0.0433472,0.14087209,0.0433472,0.13917047,0.04477406,0.13917047,0.04477406,0.13917047,0.04477406,0.13917047,0.04477406,0.15291682,0.03324736,0.16147703,0.02606938,0.13917047,0.04477406,0.14258271,0.0419128
52,450,300,0.15,0.15689458979379506,1.1574074074074074e-07,0.15,0.33399612,0.29824677,0.0267987,0.3002778,0.02527619,0.29824677,0.0267987,0.29824677,0.0267987,0.29824677,0.0267987,0.29824677,0.0267987,0.29824677,0.0267987,0.29824677,0.0267987,0.29824677,0.0267987,0.29723373,0.0275581,0.29723373,0.0275581,0.29621586,0.02832113,0.31027836,0.01777948,0.3150699,0.01418761,0.29723373,0.0275581,0.29926568,0.02603489
53,620,413,0.05,0.05194970040254186,8.136113931630607e-08,0.05,0.19539614,0.15839773,0.03095075,0.16131668,0.02850893,0.15839773,0.03095075,0.15839773,0.03095075,0.15839773,0.03095075,0.15839773,0.03095075,0.15839773,0.03095075,0.15839773,0.03095075,0.15839773,0.03095075,0.15839773,0.03095075,0.15839773,0.03095075,0.15839773,0.03095075,0.17800891,0.01454516,0.18521042,0.00852078,0.15839773,0.03095075,0.16131668,0.02850893
53,620,413,0.1,0.1019125138507018,4.0680569658153034e-08,0.10400000000000001,0.37371168,0.34683192,0.01956725,0.34832805,0.01847812,0.34683192,0.01956725,0.34683192,0.01956725,0.34683192,0.01956725,0.34683192,0.01956725,0.34683192,0.01956725,0.34683192,0.01956725,0.34683192,0.01956725,0.34683192,0.01956725,0.34683192,0.01956725,0.34531653,0.02067039,0.3633476,0.00754458,0.3703139,0.00247342,0.34531653,0.02067039,0.34832805,0.01847812
53,620,413,0.15,0.15174153695844783,4.0680569658153034e-08,0.163,0.54906386,0.5277423,0.01376413,0.529703,0.01249844,0.5287291,0.01312716,0.52674884,0.01440548,0.5287291,0.01312716,0.5277423,0.01376413,0.53066736,0.01187587,0.5277423,0.01376413,0.5287291,0.01312716,0.5277423,0.01376413,0.5277423,0.01376413,0.52574307,0.01505478,0.5417421,0.00472659,0.54605705,0.00194105,0.52574307,0.01505478,0.5287291,0.01312716
54,380,570,0.05,0.05304584548744492,9.618344105878732e-08,0.049,0.18801351,0.15199883,0.03031503,0.15199883,0.03031503,0.14906096,0.03278797,0.15199883,0.03031503,0.14906096,0.03278797,0.14906096,0.03278797,0.14906096,0.03278797,0.14906096,0.03278797,0.14906096,0.03278797,0.14906096,0.03278797,0.14906096,0.03278797,0.14906096,0.03278797,0.1663807,0.01820922,0.1766925,0.00952936,0.14906096,0.03278797,0.15199883,0.03031503
54,380,570,0.1,0.10243191631182763,4.809172052939366e-08,0.10200000000000001,0.38530973,0.36727,0.01302216,0.36844575,0.01217342,0.36607814,0.01388251,0.36727,0.01302216,0.36607814,0.01388251,0.36727,0.01302216,0.36607814,0.01388251,0.36607814,0.01388251,0.36607814,0.01388251,0.36607814,0.01388251,0.36607814,0.01388251,0.36607814,0.01388251,0.3790019,0.00455337,0.38438842,0.00066505,0.36607814,0.01388251,0.36844575,0.01217342
