img_index,width,height,noise_std,noise_std_est,avg_mass_loss,t_diff,max_rel_gain,rel_gain_synth_1,rel_error_synth_1,rel_gain_synth_2,rel_error_synth_2,rel_gain_synth_3,rel_error_synth_3,rel_gain_synth_4,rel_error_synth_4,rel_gain_synth_5,rel_error_synth_5,rel_gain_synth_6,rel_error_synth_6,rel_gain_synth_7,rel_error_synth_7,rel_gain_synth_8,rel_error_synth_8,rel_gain_synth_9,rel_error_synth_9,rel_gain_synth_10,rel_error_synth_10,rel_gain_synth_11,rel_error_synth_11,rel_gain_synth_12,rel_error_synth_12,rel_gain_synth_13,rel_error_synth_13,rel_gain_synth_14,rel_error_synth_14,rel_gain_synth_15,rel_error_synth_15,rel_gain_synth_16,rel_error_synth_16
16,452,640,0.05,0.05195401716677966,1.4403576696165192e-07,0.063,0.3419945,0.30148745,0.03018419,0.29889506,0.03211594,0.29630703,0.03404444,0.30148745,0.03018419,0.29889506,0.03211594,0.30148745,0.03018419,0.29889506,0.03211594,0.30411187,0.02822859,0.29630703,0.03404444,0.29889506,0.03211594,0.29889506,0.03211594,0.29889506,0.03211594,0.33385682,0.00606385,0.34181106,0.00013669,0.30148745,0.03018419,0.29889506,0.03211594
16,452,640,0.1,0.10175374113801978,7.201788348082596e-08,0.12,0.56137305,0.5462187,0.0097058,0.5451302,0.01040296,0.5451302,0.01040296,0.5451302,0.01040296,0.5451302,0.01040296,0.5462187,0.0097058,0.5462187,0.0097058,0.5472916,0.00901866,0.5462187,0.0097058,0.5440266,0.01110976,0.5451302,0.01040296,0.5440266,0.01110976,0.5606299,0.00047599,0.55296165,0.00538719,0.5440266,0.01110976,0.5440266,0.01110976
16,452,640,0.15,0.151865071395914,1.4403576696165192e-07,0.188,0.7828369,0.7759027,0.00388941,0.7753168,0.00421807,0.77756494,0.00295705,0.7740978,0.00490179,0.77808005,0.00266814,0.7753168,0.00421807,0.7790545,0.00212155,0.77647305,0.00356952,0.77951044,0.00186581,0.7747141,0.00455609,0.7759027,0.00388941,0.7715021,0.00635776,0.78280365,1.8649755e-05,0.77192783,0.00611893,0.7715021,0.00635776,0.7728266,0.0056148
17,480,640,0.05,0.06384411171790719,6.781684027777778e-08,0.062,0.11073624,0.00866374,0.09189625,0.00866374,0.09189625,0.005941,0.09434754,0.00866374,0.09189625,0.005941,0.09434754,0.00866374,0.09189625,0.00866374,0.09189625,0.00866374,0.09189625,0.005941,0.09434754,0.005941,0.09434754,0.00866374,0.09189625,0.00866374,0.09189625,0.02290601,0.07907388,0.03824032,0.06526835,0.00866374,0.09189625,0.00866374,0.09189625
17,480,640,0.1,0.10951649458907758,3.390842013888889e-08,0.106,0.25559887,0.20445442,0.04073312,0.20292032,0.04195493,0.20292032,0.04195493,0.20292032,0.04195493,0.20292032,0.04195493,0.20445442,0.04073312,0.20445442,0.04073312,0.20445442,0.04073312,0.20292032,0.04195493,0.20292032,0.04195493,0.20292032,0.04195493,0.20292032,0.04195493,0.2137874,0.03330003,0.22780052,0.02213952,0.20292032,0.04195493,0.20292032,0.04195493
17,480,640,0.15,0.15719912514860765,6.781684027777778e-08,0.158,0.41191667,0.38312194,0.02039408,0.38312194,0.02039408,0.384054,0.01973394,0.38218528,0.02105748,0.384054,0.01973394,0.38312194,0.02039408,0.38498583,0.01907396,0.38312194,0.02039408,0.38498583,0.01907396,0.38312194,0.02039408,0.38312194,0.02039408,0.3812493,0.02172039,0.39048076,0.01518215,0.39823815,0.00968792,0.3812493,0.02172039,0.38218528,0.02105748
18,375,570,0.05,0.05061314991218755,2.436647173489279e-08,0.08600000000000001,0.45909882,0.42479345,0.02351133,0.42982244,0.02006469,0.41149563,0.03262506,0.4231195,0.02465858,0.4147869,0.03036936,0.41977564,0.02695032,0.4147869,0.03036936,0.4181086,0.02809281,0.4147869,0.03036936,0.4181086,0.02809281,0.4147869,0.03036936,0.4181086,0.02809281,0.45451793,0.00313952,0.42942864,0.02033458,0.4181086,0.02809281,0.42982244,0.02006469
18,375,570,0.1,0.10081466991061999,7.309941520467836e-08,0.184,0.7441617,0.7116316,0.01865089,0.7163233,0.01596092,0.69188744,0.02997103,0.7069173,0.02135378,0.6993623,0.02568537,0.70219374,0.02406199,0.6993623,0.02568537,0.7012485,0.02460391,0.6993623,0.02568537,0.6993623,0.02568537,0.6956057,0.02783917,0.6937435,0.02890684,0.73092014,0.00759194,0.68361145,0.03471596,0.6937435,0.02890684,0.7144496,0.01703521
18,375,570,0.15,0.15139586041920258,1.705653021442495e-07,0.449,1.0008827,0.9095331,0.04565468,0.92587715,0.03748624,0.89419574,0.05331998,0.89419574,0.05331998,0.91013896,0.04535189,0.8869084,0.05696204,0.91948056,0.04068314,0.8863609,0.05723567,0.92716783,0.0368412,0.8919297,0.05445251,0.8869084,0.05696204,0.85448563,0.07316627,0.9894789,0.00569941,0.9505364,0.02516209,0.85448563,0.07316627,0.9077059,0.04656788
19,375,562,0.05,0.057111616381056586,2.4713325425069196e-08,0.055,0.13656151,0.06774119,0.06055134,0.07078647,0.05787196,0.06472392,0.06320607,0.06774119,0.06055134,0.06774119,0.06055134,0.06774119,0.06055134,0.06774119,0.06055134,0.06774119,0.06055134,0.06774119,0.06055134,0.06774119,0.06055134,0.06774119,0.06055134,0.06774119,0.06055134,0.08640557,0.04412954,0.09910233,0.03295834,0.06774119,0.06055134,0.07078647,0.05787196
19,375,562,0.1,0.1046883302780893,2.4713325425069196e-08,0.10200000000000001,0.2927315,0.25825498,0.02666953,0.25825498,0.02666953,0.25678653,0.02780546,0.25678653,0.02780546,0.25678653,0.02780546,0.25678653,0.02780546,0.25678653,0.02780546,0.25678653,0.02780546,0.25678653,0.02780546,0.25678653,0.02780546,0.25678653,0.02780546,0.25678653,0.02780546,0.27118856,0.01666468,0.2803607,0.00956951,0.25678653,0.02780546,0.25825498,0.02666953
19,375,562,0.15,0.15405021619317846,4.942665085013839e-08,0.162,0.4612935,0.43868244,0.01547332,0.4395205,0.01489981,0.4378424,0.01604818,0.4378424,0.01604818,0.43868244,0.01547332,0.4378424,0.01604818,0.43868244,0.01547332,0.4378424,0.01604818,0.4395205,0.01489981,0.4378424,0.01604818,0.4378424,0.01604818,0.43615162,0.01720522,0.44981694,0.00785371,0.4545663,0.00460359,0.43615162,0.01720522,0.43868244,0.01547332
20,640,480,0.05,0.051998211215290815,6.781684027777778e-08,0.077,0.34963274,0.30557725,0.03264258,0.31285325,0.02725147,0.3001927,0.0366322,0.30377153,0.03398051,0.30197957,0.03530823,0.30197957,0.03530823,0.30197957,0.03530823,0.3001927,0.0366322,0.30197957,0.03530823,0.30197957,0.03530823,0.3001927,0.0366322,0.30377153,0.03398051,0.348177,0.00107863,0.3487566,0.00064915,0.30377153,0.03398051,0.31285325,0.02725147
20,640,480,0.1,0.10186422996434556,1.3563368055555556e-07,0.152,0.58786976,0.5524424,0.02231128,0.5612709,0.01675131,0.5490875,0.02442405,0.5502105,0.02371687,0.5502105,0.02371687,0.54797196,0.02512664,0.5524424,0.02231128,0.546848,0.02583447,0.55132353,0.0230159,0.5502105,0.02371687,0.54797196,0.02512664,0.546848,0.02583447,0.587795,4.706581e-05,0.57901675,0.00557542,0.54572916,0.02653909,0.5601791,0.01743887
20,640,480,0.15,0.15161193824781222,6.781684027777778e-08,0.222,0.8071117,0.78475106,0.0123737,0.7923988,0.00814165,0.7909312,0.00895379,0.7815123,0.0141659,0.7894287,0.00978521,0.7831446,0.01326267,0.79589266,0.00620827,0.7831446,0.01326267,0.79311776,0.00774382,0.7863354,0.01149695,0.7863354,0.01149695,0.7756764,0.0173953,0.8053804,0.00095803,0.79836726,0.00483892,0.7739822,0.01833283,0.7886654,0.01020761
21,561,315,0.05,0.05154170015726674,5.8946137377509923e-08,0.052000000000000005,0.2270974,0.20308849,0.01956561,0.20529085,0.01777085,0.20086636,0.02137651,0.20308849,0.01956561,0.20086636,0.02137651,0.20308849,0.01956561,0.20086636,0.02137651,0.20308849,0.01956561,0.20086636,0.02137651,0.20086636,0.02137651,0.20086636,0.02137651,0.20086636,0.02137651,0.22097743,0.00498737,0.22589146,0.00098278,0.20308849,0.01956561,0.20529085,0.01777085
21,561,315,0.1,0.10158687910047458,5.8946137377509923e-08,0.113,0.43467587,0.41641533,0.012728,0.41757277,0.01192124,0.41286027,0.01520594,0.4152473,0.01354214,0.41286027,0.01520594,0.41405767,0.01437134,0.41405767,0.01437134,0.4152473,0.01354214,0.41286027,0.01520594,0.41286027,0.01520594,0.41286027,0.01520594,0.41286027,0.01520594,0.43226746,0.00167871,0.43443596,0.00016722,0.41286027,0.01520594,0.41757277,0.01192124
21,561,315,0.15,0.15179541225373427,8.84192060662649e-08,0.183,0.6369944,0.6179859,0.01161185,0.62052375,0.01006152,0.6162506,0.01267192,0.6162506,0.01267192,0.6153727,0.01320819,0.6162506,0.01267192,0.6179859,0.01161185,0.6171224,0.01213932,0.6162506,0.01267192,0.6153727,0.01320819,0.6153727,0.01320819,0.6126918,0.01484589,0.6358755,0.0006835,0.63681763,0.00010798,0.6126918,0.01484589,0.6188421,0.01108881
22,350,196,0.05,0.052463288628177764,3.796161321671526e-08,0.058,0.2344892,0.20074593,0.02733379,0.20762616,0.02176044,0.1938775,0.03289757,0.20074593,0.02733379,0.19616456,0.03104494,0.19616456,0.03104494,0.19616456,0.03104494,0.19616456,0.03104494,0.19616456,0.03104494,0.19844735,0.02919577,0.19616456,0.03104494,0.19616456,0.03104494,0.23233993,0.00174102,0.23329192,0.00096986,0.19616456,0.03104494,0.20991264,0.01990828
22,350,196,0.1,0.10193457187624173,0.0,0.121,0.45572922,0.43833092,0.0119516,0.4449112,0.00743133,0.43128738,0.01679009,0.43833092,0.0119516,0.43332416,0.01539094,0.43332416,0.01539094,0.43230578,0.01609052,0.43230578,0.01609052,0.43332416,0.01539094,0.43534675,0.01400154,0.43230578,0.01609052,0.43230578,0.01609052,0.4549062,0.00056537,0.45320016,0.00173731,0.43230578,0.01609052,0.4449112,0.00743133
22,350,196,0.15,0.15257214796347499,7.592322643343051e-08,0.20800000000000002,0.68349904,0.665206,0.01086609,0.673637,0.00585807,0.6536317,0.01774124,0.66310996,0.01211112,0.65586096,0.01641704,0.65659606,0.01598039,0.65659606,0.01598039,0.65586096,0.01641704,0.65659606,0.01598039,0.6595218,0.01424249,0.65437794,0.01729797,0.652137,0.01862908,0.67875904,0.00281557,0.6772055,0.00373839,0.652137,0.01862908,0.67243063,0.00657466
23,390,242,0.05,0.051471271473590346,2.7592357137811683e-08,0.062,0.3035419,0.28277948,0.01592769,0.28775468,0.012111,0.27617764,0.02099223,0.28277948,0.01592769,0.2778244,0.01972893,0.27946827,0.01846785,0.2778244,0.01972893,0.27946827,0.01846785,0.2778244,0.01972893,0.27946827,0.01846785,0.2778244,0.01972893,0.27946827,0.01846785,0.30343354,8.3130944e-05,0.3022563,0.00098624,0.27946827,0.01846785,0.28937465,0.01086826
23,390,242,0.1,0.10155447050965978,1.3796178568905841e-08,0.14200000000000002,0.57876223,0.5644445,0.00906897,0.57175815,0.00443644,0.55468285,0.01525205,0.5636621,0.00956455,0.5571739,0.01367422,0.5588249,0.01262846,0.5571739,0.01367422,0.5588249,0.01262846,0.5571739,0.01367422,0.5588249,0.01262846,0.55551666,0.01472393,0.55551666,0.01472393,0.57154745,0.0045699,0.55715716,0.01368483,0.55634373,0.01420006,0.57108617,0.00486209
23,390,242,0.15,0.15218192269895772,1.9314649996468179e-07,0.296,0.8359911,0.80108416,0.01901258,0.81963503,0.00890857,0.78050256,0.03022266,0.7962656,0.02163707,0.7845095,0.02804024,0.78623545,0.02710016,0.7891506,0.02551236,0.78739303,0.02646966,0.78566474,0.027411,0.7885542,0.02583722,0.78050256,0.03022266,0.77270514,0.03446965,0.82460177,0.00620336,0.81172127,0.01321893,0.77270514,0.03446965,0.8155609,0.01112762
24,140,210,0.05,0.054553347815289484,4.428854875283447e-08,0.054,0.15070546,0.10329008,0.04120548,0.10052868,0.04360523,0.09506154,0.04835635,0.10329008,0.04120548,0.09506154,0.04835635,0.10052868,0.04360523,0.09506154,0.04835635,0.10052868,0.04360523,0.09506154,0.04835635,0.09506154,0.04835635,0.09778982,0.04598539,0.09506154,0.04835635,0.13062158,0.01745353,0.13792713,0.01110478,0.09778982,0.04598539,0.10329008,0.04120548
24,140,210,0.1,0.10387774988619841,4.428854875283447e-08,0.112,0.3249648,0.2890839,0.02708063,0.2875702,0.02822306,0.28149387,0.03280911,0.2890839,0.02708063,0.28149387,0.03280911,0.28605542,0.02936634,0.27997404,0.03395618,0.2875702,0.02822306,0.27997404,0.03395618,0.28149387,0.03280911,0.2830167,0.03165976,0.27997404,0.03395618,0.3152201,0.00735467,0.3217934,0.00239354,0.2830167,0.03165976,0.2890839,0.02708063
24,140,210,0.15,0.15405742410796633,6.64328231292517e-08,0.17400000000000002,0.5008186,0.47248864,0.01887634,0.47041485,0.02025811,0.46516496,0.02375614,0.47145116,0.01956761,0.46305028,0.02516516,0.46936956,0.0209546,0.46199667,0.02586717,0.46936956,0.0209546,0.46199667,0.02586717,0.46305028,0.02516516,0.46516496,0.02375614,0.46199667,0.02586717,0.49666527,0.00276737,0.49944916,0.00091245,0.46516496,0.02375614,0.47041485,0.02025811
25,427,640,0.05,0.051889722212088756,1.9058596799375488e-08,0.055,0.23218636,0.19268331,0.03205932,0.19268331,0.03205932,0.19268331,0.03205932,0.19268331,0.03205932,0.19268331,0.03205932,0.19268331,0.03205932,0.19268331,0.03205932,0.19534878,0.02989611,0.19268331,0.03205932,0.19268331,0.03205932,0.19268331,0.03205932,0.19268331,0.03205932,0.21103892,0.01716254,0.2245494,0.0061979,0.19268331,0.03205932,0.19268331,0.03205932
25,427,640,0.1,0.10189089494965291,1.9058596799375488e-08,0.115,0.43826246,0.40851521,0.02068277,0.40851521,0.02068277,0.4071223,0.02165122,0.40851521,0.02068277,0.40851521,0.02068277,0.40851521,0.02068277,0.40851521,0.02068277,0.4099008,0.01971939,0.40851521,0.02068277,0.4071223,0.02165122,0.40851521,0.02068277,0.4071223,0.02165122,0.42311758,0.01053,0.43699035,0.00088447,0.4071223,0.02165122,0.40851521,0.02068277
25,427,640,0.15,0.1514527974345772,3.8117193598750976e-08,0.178,0.64216566,0.6220786,0.01223207,0.6220786,0.01223207,0.6238352,0.01116239,0.6211922,0.01277184,0.6247049,0.01063277,0.6220786,0.01223207,0.625559,0.01011268,0.6229648,0.01169243,0.625559,0.01011268,0.6220786,0.01223207,0.6229648,0.01169243,0.61939114,0.01386862,0.6341264,0.00489552,0.64189345,0.0001658,0.61939114,0.01386862,0.6202913,0.01332044
26,640,427,0.05,0.05528470033804287,3.8117193598750976e-08,0.054,0.17042819,0.1201339,0.04297084,0.12266465,0.0408086,0.11763883,0.04510259,0.1201339,0.04297084,0.11763883,0.04510259,0.11763883,0.04510259,0.11763883,0.04510259,0.11763883,0.04510259,0.11763883,0.04510259,0.11763883,0.04510259,0.11763883,0.04510259,0.1201339,0.04297084,0.13847432,0.027301,0.14909127,0.01823,0.1201339,0.04297084,0.12266465,0.0408086
26,640,427,0.1,0.10384055418154002,7.623438719750195e-08,0.11,0.36965245,0.34783268,0.01593089,0.34984878,0.01445891,0.34682083,0.01666966,0.34783268,0.01593089,0.34783268,0.01593089,0.34783268,0.01593089,0.34783268,0.01593089,0.34783268,0.01593089,0.34783268,0.01593089,0.34783268,0.01593089,0.34682083,0.01666966,0.34682083,0.01666966,0.36200494,0.00558355,0.367489,0.00157956,0.34682083,0.01666966,0.34984878,0.01445891
26,640,427,0.15,0.15316464862701373,7.623438719750195e-08,0.177,0.57424986,0.5602817,0.00887293,0.56216043,0.00767949,0.5615407,0.00807314,0.558998,0.00968835,0.56091666,0.00846956,0.55964404,0.00927797,0.56277114,0.00729155,0.5602817,0.00887293,0.5615407,0.00807314,0.5602817,0.00887293,0.5602817,0.00887293,0.5576953,0.01051584,0.57213694,0.00134221,0.5741255,7.899226e-05,0.5576953,0.01051584,0.56091666,0.00846956
27,640,427,0.05,0.05396329087539477,3.8117193598750976e-08,0.058,0.2203999,0.1618343,0.04798885,0.16773684,0.04315229,0.1618343,0.04798885,0.1618343,0.04798885,0.1618343,0.04798885,0.1618343,0.04798885,0.1618343,0.04798885,0.1618343,0.04798885,0.1618343,0.04798885,0.1618343,0.04798885,0.1618343,0.04798885,0.1618343,0.04798885,0.19156457,0.02362777,0.20275621,0.0144573,0.1618343,0.04798885,0.16773684,0.04315229
27,640,427,0.1,0.10318205632023197,3.8117193598750976e-08,0.111,0.40858322,0.3747466,0.02402175,0.37781313,0.02184471,0.37320507,0.02511613,0.37320507,0.02511613,0.3747466,0.02402175,0.37320507,0.02511613,0.3747466,0.02402175,0.37320507,0.02511613,0.3747466,0.02402175,0.37320507,0.02511613,0.37320507,0.02511613,0.37320507,0.02511613,0.39636147,0.00867664,0.40562496,0.00210017,0.37320507,0.02511613,0.37781313,0.02184471
27,640,427,0.15,0.15270641684121655,3.8117193598750976e-08,0.17200000000000001,0.5988869,0.57825536,0.0129037,0.580971,0.01120523,0.58007395,0.01176625,0.5773343,0.01347976,0.5791688,0.01233239,0.5773343,0.01347976,0.5818581,0.01065039,0.57825536,0.0129037,0.58007395,0.01176625,0.57825536,0.0129037,0.57825536,0.0129037,0.5754725,0.01464418,0.5940221,0.00304261,0.5977282,0.0007247,0.5745313,0.01523283,0.5791688,0.01233239
28,640,427,0.05,0.05133719734171376,7.623438719750195e-08,0.059000000000000004,0.22892708,0.18292041,0.03743645,0.18568079,0.03519028,0.18016662,0.03967726,0.18292041,0.03743645,0.18016662,0.03967726,0.18016662,0.03967726,0.18292041,0.03743645,0.18016662,0.03967726,0.18016662,0.03967726,0.18292041,0.03743645,0.18016662,0.03967726,0.18292041,0.03743645,0.20718013,0.01769588,0.21879315,0.00824616,0.18292041,0.03743645,0.18568079,0.03519028
28,640,427,0.1,0.10158922411082105,7.623438719750195e-08,0.121,0.42192152,0.38029623,0.02927398,0.38335812,0.02712063,0.37876248,0.03035262,0.37876248,0.03035262,0.37876248,0.03035262,0.37876248,0.03035262,0.38029623,0.02927398,0.37876248,0.03035262,0.37876248,0.03035262,0.37876248,0.03035262,0.37876248,0.03035262,0.37722856,0.0314314,0.40521035,0.01175253,0.4165997,0.0037427,0.37722856,0.0314314,0.38335812,0.02712063
28,640,427,0.15,0.15160925808599002,7.623438719750195e-08,0.19,0.6098297,0.57070905,0.02430112,0.57499987,0.02163571,0.57285863,0.02296584,0.5696347,0.0249685,0.57285863,0.02296584,0.57070905,0.02430112,0.5760693,0.0209714,0.57070905,0.02430112,0.57393324,0.02229831,0.57070905,0.02430112,0.57070905,0.02430112,0.56747705,0.02630878,0.59596413,0.00861308,0.6044256,0.00335694,0.56639415,0.02698146,0.57285863,0.02296584
29,500,334,0.05,0.0508376143580448,1.5593812375249502e-08,0.058,0.3549625,0.33859363,0.01208068,0.34047782,0.01069009,0.3347338,0.01492934,0.33859363,0.01208068,0.3347338,0.01492934,0.33667278,0.01349833,0.3347338,0.01492934,0.33859363,0.01208068,0.3347338,0.01492934,0.3347338,0.01492934,0.3347338,0.01492934,0.33667278,0.01349833,0.35420066,0.00056225,0.3474755,0.00552562,0.33667278,0.01349833,0.34232295,0.00932835
29,500,334,0.1,0.10071456483581448,4.6781437125748504e-08,0.124,0.6244119,0.61839586,0.0037035,0.6204038,0.00246737,0.61449915,0.00610235,0.617656,0.00415896,0.6153283,0.00559189,0.6161197,0.00510473,0.6153283,0.00559189,0.617656,0.00415896,0.61449915,0.00610235,0.61449915,0.00610235,0.61449915,0.00610235,0.6136703,0.00661258,0.6164293,0.00491411,0.5940608,0.01868434,0.61449915,0.00610235,0.61977035,0.00285735
29,500,334,0.15,0.15170561863721685,4.6781437125748504e-08,0.242,0.8859254,0.87088144,0.00797697,0.87561023,0.00546956,0.8671182,0.0099724,0.86583585,0.01065234,0.8645456,0.0113365,0.8664754,0.01031323,0.8714974,0.00765037,0.8690161,0.00896604,0.86583585,0.01065234,0.8612663,0.01307534,0.8632393,0.01202916,0.85064054,0.01870957,0.87613356,0.00519207,0.8529632,0.01747801,0.8513091,0.01835506,0.87210435,0.00732854
30,475,316,0.05,0.05113665542370591,6.939817899178326e-08,0.059000000000000004,0.32149902,0.30555975,0.0120615,0.30715442,0.0108548,0.30079275,0.01566877,0.30397728,0.01325899,0.30079275,0.01566877,0.3023732,0.01447281,0.3023732,0.01447281,0.30397728,0.01325899,0.30079275,0.01566877,0.3023732,0.01447281,0.3023732,0.01447281,0.3023732,0.01447281,0.32149902,0.,0.3193383,0.00163505,0.3023732,0.01447281,0.30715442,0.0108548
30,475,316,0.1,0.10125192343857772,1.3879635798356652e-07,0.139,0.6118434,0.60046023,0.00706218,0.60379505,0.00499324,0.5947626,0.01059702,0.59907115,0.00792399,0.5954992,0.01014005,0.5976512,0.00880494,0.59621304,0.00969717,0.59837395,0.00835654,0.5947626,0.01059702,0.5947626,0.01059702,0.5954992,0.01014005,0.5940429,0.01104355,0.6080881,0.00232983,0.58874464,0.01433065,0.5947626,0.01059702,0.6031355,0.00540242
30,475,316,0.15,0.1517620351707695,1.3879635798356652e-07,0.294,0.88447684,0.86127263,0.01231336,0.869931,0.0077188,0.8530413,0.01668132,0.85456336,0.01587364,0.8515074,0.01749529,0.8540588,0.01614138,0.8602335,0.01286479,0.8571395,0.0145066,0.8525262,0.01695468,0.847943,0.01938674,0.8494692,0.01857687,0.83369356,0.02694824,0.8749861,0.00503629,0.85226876,0.01709126,0.8346417,0.02644509,0.8654049,0.01012055
31,512,640,0.05,0.05291383579376684,1.2715657552083333e-07,0.084,0.28618434,0.22762486,0.04552963,0.22597672,0.04681104,0.22434773,0.04807758,0.22762486,0.04552963,0.22434773,0.04807758,0.22762486,0.04552963,0.22597672,0.04681104,0.22926849,0.04425171,0.22434773,0.04807758,0.22434773,0.04807758,0.22597672,0.04681104,0.22597672,0.04681104,0.2615628,0.0191431,0.2836039,0.00200628,0.22762486,0.04552963,0.22597672,0.04681104
31,512,640,0.1,0.10223230325972436,1.9073486328125e-07,0.156,0.49894127,0.45244566,0.03101898,0.4490793,0.03326478,0.45020068,0.03251669,0.45020068,0.03251669,0.45020068,0.03251669,0.45244566,0.03101898,0.45244566,0.03101898,0.45356557,0.03027183,0.4513241,0.0317672,0.44795692,0.03401357,0.45020068,0.03251669,0.44795692,0.03401357,0.48346826,0.01032262,0.49890175,2.6354324e-05,0.4490793,0.03326478,0.4490793,0.03326478
31,512,640,0.15,0.15180095188464635,1.2715657552083333e-07,0.226,0.6902832,0.65309405,0.0220017,0.6513215,0.02305041,0.65919226,0.01839389,0.6513215,0.02305041,0.66005176,0.0178854,0.65309405,0.0220017,0.6617534,0.01687868,0.6557256,0.02044483,0.66259646,0.01637992,0.6522067,0.02252667,0.6557256,0.02044483,0.64595664,0.02622431,0.6794244,0.00642424,0.6902832,0.,0.64595664,0.02622431,0.64775413,0.0251609
32,365,555,0.05,0.05964463332455101,5.1421284297996625e-08,0.048,0.07061096,0.01165817,0.07684316,0.01165817,0.07684316,0.01543388,0.08036985,0.01543388,0.08036985,0.01543388,0.08036985,0.01543388,0.08036985,0.01543388,0.08036985,0.01543388,0.08036985,0.01543388,0.08036985,0.01543388,0.08036985,0.01543388,0.08036985,0.01543388,0.08036985,0.00012421,0.06606991,0.00768596,0.05877485,0.01543388,0.08036985,0.01165817,0.07684316
32,365,555,0.1,0.10611788785662638,5.1421284297996625e-08,0.089,0.19094238,0.14377762,0.03960288,0.14377762,0.03960288,0.14190698,0.04117361,0.14377762,0.03960288,0.14190698,0.04117361,0.14190698,0.04117361,0.14190698,0.04117361,0.14190698,0.04117361,0.14190698,0.04117361,0.14190698,0.04117361,0.14190698,0.04117361,0.14190698,0.04117361,0.1531358,0.03174509,0.16049409,0.02556654,0.14190698,0.04117361,0.14377762,0.03960288
32,365,555,0.15,0.15480790228460567,7.713192644699494e-08,0.139,0.33077687,0.2997905,0.02328444,0.30087316,0.02247088,0.2997905,0.02328444,0.2997905,0.02328444,0.2997905,0.02328444,0.2997905,0.02328444,0.2997905,0.02328444,0.2987092,0.02409695,0.2997905,0.02328444,0.2997905,0.02328444,0.2987092,0.02409695,0.2987092,0.02409695,0.3072606,0.01767109,0.31236756,0.01383351,0.2987092,0.02409695,0.2997905,0.02328444
33,640,427,0.05,0.051343207567073966,3.8117193598750976e-08,0.062,0.272003,0.22607149,0.03610959,0.23139295,0.03192606,0.223417,0.03819646,0.22607149,0.03610959,0.22607149,0.03610959,0.22607149,0.03610959,0.22607149,0.03610959,0.22607149,0.03610959,0.22607149,0.03610959,0.22607149,0.03610959,0.223417,0.03819646,0.22607149,0.03610959,0.25898474,0.01023446,0.26815316,0.0030266,0.22607149,0.03610959,0.23139295,0.03192606
33,640,427,0.1,0.10155458487745415,3.8117193598750976e-08,0.125,0.4795712,0.44017887,0.02662415,0.44467938,0.02358239,0.43716913,0.02865835,0.4386741,0.02764118,0.4386741,0.02764118,0.4386741,0.02764118,0.44017887,0.02662415,0.4386741,0.02764118,0.4386741,0.02764118,0.4386741,0.02764118,0.43716913,0.02865835,0.43716913,0.02865835,0.46930718,0.00693715,0.47891578,0.00044299,0.43716913,0.02865835,0.44318482,0.02459251
33,640,427,0.15,0.15157789519185166,7.623438719750195e-08,0.198,0.67739403,0.64062154,0.0219224,0.6467897,0.01824516,0.64474756,0.01946261,0.6395819,0.02254217,0.6437183,0.02007621,0.64062154,0.0219224,0.64779884,0.01764357,0.641654,0.02130689,0.6457673,0.01885471,0.641654,0.02130689,0.641654,0.02130689,0.6364598,0.02440345,0.67076117,0.00395428,0.6763321,0.00063307,0.63541746,0.02502487,0.6437183,0.02007621
34,411,274,0.05,0.05335262648419156,4.624943020701985e-08,0.05,0.16598599,0.12253948,0.03726161,0.12555735,0.03467336,0.11951508,0.03985547,0.12253948,0.03726161,0.11951508,0.03985547,0.11951508,0.03985547,0.11951508,0.03985547,0.11951508,0.03985547,0.11951508,0.03985547,0.11951508,0.03985547,0.11951508,0.03985547,0.11951508,0.03985547,0.1461367,0.01702361,0.15143535,0.01247927,0.11951508,0.03985547,0.12555735,0.03467336
34,411,274,0.1,0.10296392196215767,4.624943020701985e-08,0.10200000000000001,0.3408645,0.3154164,0.01897888,0.31683436,0.01792137,0.31254476,0.02112051,0.3139864,0.02004535,0.31254476,0.02112051,0.3139864,0.02004535,0.31254476,0.02112051,0.3139864,0.02004535,0.31254476,0.02112051,0.31254476,0.02112051,0.31254476,0.02112051,0.31254476,0.02112051,0.3321303,0.00651384,0.3376453,0.00240085,0.31254476,0.02112051,0.31683436,0.01792137
34,411,274,0.15,0.15252293637624112,9.24988604140397e-08,0.161,0.5230982,0.5048074,0.01200892,0.5074846,0.01025118,0.5029711,0.01321451,0.5048074,0.01200892,0.50389564,0.01260752,0.50389564,0.01260752,0.5048074,0.01200892,0.50389564,0.01260752,0.50389564,0.01260752,0.50389564,0.01260752,0.5029711,0.01321451,0.5020401,0.01382582,0.5196673,0.00225252,0.5221106,0.0006484,0.5020401,0.01382582,0.50660264,0.01083022
35,640,427,0.05,0.05159457310734295,1.524687743950039e-07,0.063,0.29823327,0.26398027,0.02638432,0.2680348,0.02326122,0.2619623,0.02793873,0.26398027,0.02638432,0.2619623,0.02793873,0.2619623,0.02793873,0.26398027,0.02638432,0.2619623,0.02793873,0.2619623,0.02793873,0.26398027,0.02638432,0.2619623,0.02793873,0.26398027,0.02638432,0.29378414,0.00342707,0.29809603,0.00010571,0.26398027,0.02638432,0.2680348,0.02326122
