img_index,width,height,noise_std,noise_std_est,avg_mass_loss,t_diff,max_rel_gain,rel_gain_synth_1,rel_error_synth_1,rel_gain_synth_2,rel_error_synth_2,rel_gain_synth_3,rel_error_synth_3,rel_gain_synth_4,rel_error_synth_4,rel_gain_synth_5,rel_error_synth_5,rel_gain_synth_6,rel_error_synth_6,rel_gain_synth_7,rel_error_synth_7,rel_gain_synth_8,rel_error_synth_8,rel_gain_synth_9,rel_error_synth_9,rel_gain_synth_10,rel_error_synth_10,rel_gain_synth_11,rel_error_synth_11,rel_gain_synth_12,rel_error_synth_12,rel_gain_synth_13,rel_error_synth_13,rel_gain_synth_14,rel_error_synth_14,rel_gain_synth_15,rel_error_synth_15,rel_gain_synth_16,rel_error_synth_16
17,480,640,0.15,0.1573933104761505,6.781684027777778e-08,0.185,0.41301215,0.3805202,0.02299482,0.37979448,0.02350841,0.3790728,0.02401915,0.37979448,0.02350841,0.37834892,0.02453144,0.37979448,0.02350841,0.3790728,0.02401915,0.3805202,0.02299482,0.37762988,0.02504031,0.37834892,0.02453144,0.37762988,0.02504031,0.37834892,0.02453144,0.39133406,0.01534177,0.39621517,0.01188737,0.37834892,0.02453144,0.37834892,0.02453144
18,375,570,0.05,0.05061207890920962,2.436647173489279e-08,0.091,0.4612278,0.4281926,0.02260786,0.4328292,0.01943476,0.41157585,0.03397961,0.425116,0.02471334,0.41602167,0.03093709,0.42205822,0.02680594,0.41602167,0.03093709,0.42053777,0.02784648,0.41602167,0.03093709,0.425116,0.02471334,0.41751882,0.02991251,0.42205822,0.02680594,0.45474967,0.00443335,0.43287686,0.01940215,0.41602167,0.03093709,0.4328292,0.01943476
18,375,570,0.1,0.10095102163166536,2.436647173489279e-08,0.234,0.7398759,0.69872284,0.02365289,0.70330125,0.02102143,0.66675323,0.04202751,0.6919766,0.02753028,0.6741067,0.03780108,0.685383,0.03131997,0.6741067,0.03780108,0.6839439,0.03214711,0.6680661,0.04127295,0.6789687,0.03500663,0.67826295,0.03541225,0.66675323,0.04202751,0.72497207,0.00856603,0.6892779,0.02908141,0.6700561,0.04012919,0.6956971,0.02539193
18,375,570,0.15,0.15124333468767587,2.436647173489279e-08,0.605,0.99668324,0.92544204,0.03567975,0.93037736,0.03320801,0.87408483,0.06140101,0.913034,0.04189406,0.87985134,0.05851298,0.9021874,0.04732639,0.87985134,0.05851298,0.9009804,0.04793088,0.8675922,0.06465271,0.8766924,0.06009506,0.87281567,0.06203666,0.87198377,0.0624533,0.97552204,0.01059816,0.9544848,0.02113424,0.8784813,0.05919912,0.9164489,0.04018379
19,375,562,0.05,0.057046614922743696,2.4713325425069196e-08,0.056,0.13763623,0.07112135,0.05846762,0.07112135,0.05846762,0.06828836,0.06095787,0.07112135,0.05846762,0.06828836,0.06095787,0.07112135,0.05846762,0.06828836,0.06095787,0.06828836,0.06095787,0.06828836,0.06095787,0.07112135,0.05846762,0.06828836,0.06095787,0.07112135,0.05846762,0.08868545,0.0430285,0.10067249,0.03249171,0.06828836,0.06095787,0.07112135,0.05846762
19,375,562,0.1,0.10479428277816627,4.942665085013839e-08,0.11,0.29241067,0.25763634,0.02690658,0.25763634,0.02690658,0.25509635,0.02887189,0.25636724,0.02788854,0.25509635,0.02887189,0.25636724,0.02788854,0.25509635,0.02887189,0.25636724,0.02788854,0.25509635,0.02887189,0.25636724,0.02788854,0.25509635,0.02887189,0.25509635,0.02887189,0.2714671,0.01620506,0.27850538,0.0107592,0.25509635,0.02887189,0.25763634,0.02690658
19,375,562,0.15,0.1538649459219347,4.942665085013839e-08,0.187,0.45976067,0.4358765,0.01636169,0.4358765,0.01636169,0.43255258,0.01863874,0.43521398,0.01681554,0.43321934,0.01818197,0.43454963,0.01727065,0.43321934,0.01818197,0.43454963,0.01727065,0.43188787,0.01909408,0.43255258,0.01863874,0.43255258,0.01863874,0.43255258,0.01863874,0.44965222,0.00692473,0.45235527,0.00507301,0.43255258,0.01863874,0.43521398,0.01681554
20,640,480,0.05,0.05208637921820333,1.3563368055555556e-07,0.083,0.35018134,0.30431756,0.0339686,0.31406665,0.02674803,0.29797477,0.03866634,0.30271834,0.03515304,0.3011271,0.03633159,0.29954585,0.03750272,0.3011271,0.03633159,0.29954585,0.03750272,0.29954585,0.03750272,0.30431756,0.0339686,0.29954585,0.03750272,0.30271834,0.03515304,0.34954914,0.00046824,0.34931114,0.0006445,0.3011271,0.03633159,0.31243002,0.02796017
20,640,480,0.1,0.10165644720341412,6.781684027777778e-08,0.17200000000000001,0.5884643,0.5557485,0.02059587,0.56539017,0.0145261,0.5452096,0.02723055,0.5522225,0.02281567,0.5487046,0.02503029,0.5487046,0.02503029,0.5487046,0.02503029,0.54695386,0.02613247,0.54695386,0.02613247,0.5487046,0.02503029,0.5452096,0.02723055,0.5452096,0.02723055,0.5873618,0.00069409,0.5812338,0.00455192,0.54346967,0.02832588,0.56451994,0.01507392
20,640,480,0.15,0.15163417984706418,1.3563368055555556e-07,0.315,0.8100171,0.76978445,0.02222778,0.78417957,0.01427473,0.7541119,0.03088658,0.7657969,0.02443082,0.75684994,0.02937385,0.75906163,0.02815191,0.7579534,0.02876421,0.75684994,0.02937385,0.7492575,0.03356853,0.75850546,0.0284592,0.74713194,0.03474284,0.7497907,0.03327394,0.8070406,0.00164446,0.8060642,0.00218391,0.75356793,0.03118708,0.7749566,0.01937027
21,561,315,0.05,0.05171493434791061,2.9473068688754962e-08,0.054,0.2266837,0.2012679,0.02071913,0.20335001,0.01902178,0.19917673,0.02242386,0.2012679,0.02071913,0.19917673,0.02242386,0.19917673,0.02242386,0.19917673,0.02242386,0.2012679,0.02071913,0.19917673,0.02242386,0.19917673,0.02242386,0.19917673,0.02242386,0.19917673,0.02242386,0.22026838,0.00522981,0.22518602,0.00122093,0.19917673,0.02242386,0.20335001,0.01902178
21,561,315,0.1,0.10130564545073155,5.8946137377509923e-08,0.122,0.43349576,0.41661134,0.01177849,0.419476,0.00978012,0.4126392,0.01454945,0.41563252,0.01246132,0.4126392,0.01454945,0.41364673,0.0138466,0.4126392,0.01454945,0.41464365,0.01315115,0.41162506,0.01525691,0.41364673,0.0138466,0.4126392,0.01454945,0.41162506,0.01525691,0.43264833,0.00059116,0.4333495,0.00010204,0.41162506,0.01525691,0.41757894,0.01110351
21,561,315,0.15,0.15170635533018934,1.1789227475501985e-07,0.218,0.632445,0.6117697,0.01266524,0.616261,0.00991394,0.604437,0.01715708,0.60979944,0.01387216,0.60510767,0.01674624,0.6071317,0.01550634,0.604437,0.01715708,0.6071317,0.01550634,0.60239923,0.01840537,0.60375506,0.01757482,0.604437,0.01715708,0.60239923,0.01840537,0.6322365,0.00012771,0.632445,0.,0.604437,0.01715708,0.61372197,0.01146932
22,350,196,0.05,0.05237243421711955,3.796161321671526e-08,0.058,0.23305418,0.20212243,0.02508547,0.21069132,0.01813615,0.19569941,0.0302945,0.20212243,0.02508547,0.19783789,0.02856021,0.19783789,0.02856021,0.19569941,0.0302945,0.19569941,0.0302945,0.19783789,0.02856021,0.19996998,0.0268311,0.19569941,0.0302945,0.19783789,0.02856021,0.23137605,0.00136095,0.23218757,0.00070282,0.19783789,0.02856021,0.21069132,0.01813615
22,350,196,0.1,0.10264684306641632,3.796161321671526e-08,0.145,0.4575944,0.4328388,0.01698388,0.44253942,0.01032863,0.4194008,0.02620318,0.43193722,0.01760242,0.42295706,0.02376336,0.42385155,0.02314969,0.4211734,0.02498707,0.42206323,0.02437658,0.42385155,0.02314969,0.42743573,0.02069072,0.42206323,0.02437658,0.42295706,0.02376336,0.45704004,0.00038032,0.45670483,0.00061029,0.4211734,0.02498707,0.44253942,0.01032863
22,350,196,0.15,0.15256456641102806,3.796161321671526e-08,0.28,0.68059224,0.65084326,0.01770147,0.6654928,0.00898459,0.6272138,0.03176171,0.6480619,0.01935648,0.63132983,0.02931252,0.63499326,0.02713268,0.62873733,0.03085514,0.6318414,0.02900809,0.6323713,0.0286928,0.64255345,0.02263417,0.6297674,0.03024219,0.6292608,0.03054367,0.67533964,0.00312544,0.67908025,0.00089966,0.6282349,0.03115409,0.6623387,0.01086137
23,390,242,0.05,0.05184816286707068,2.7592357137811683e-08,0.067,0.30458128,0.2825702,0.01687214,0.28875405,0.01213204,0.2733675,0.0239263,0.28101042,0.01806777,0.276401,0.02160101,0.276401,0.02160101,0.276401,0.02160101,0.276401,0.02160101,0.276401,0.02160101,0.27947092,0.01924785,0.276401,0.02160101,0.276401,0.02160101,0.30450523,5.831537e-05,0.30349186,0.00083508,0.276401,0.02160101,0.29026866,0.01097107
23,390,242,0.1,0.10154490033976829,1.3796178568905841e-08,0.171,0.5778427,0.5585013,0.01225813,0.5687627,0.00575468,0.54015946,0.02388275,0.55563474,0.01407489,0.5442849,0.02126818,0.5477737,0.01905701,0.543575,0.02171809,0.5470818,0.01949553,0.54567915,0.02038449,0.55204874,0.01634762,0.543575,0.02171809,0.5442849,0.02126818,0.5697281,0.00514288,0.5638749,0.00885248,0.5408276,0.02345934,0.5674743,0.00657124
23,390,242,0.15,0.15280551875144024,2.7592357137811683e-08,0.47200000000000003,0.83590055,0.78857964,0.0257753,0.8149658,0.011403,0.7453089,0.04934453,0.7817205,0.02951141,0.7515212,0.04596072,0.7607466,0.04093573,0.74930835,0.04716606,0.75908816,0.04183906,0.75053436,0.04649827,0.7695628,0.03613361,0.7522578,0.0455595,0.74552673,0.04922589,0.819959,0.00868322,0.8221323,0.00749945,0.7467,0.04858681,0.80649424,0.01601736
24,140,210,0.05,0.05463128724831422,2.2144274376417234e-08,0.057,0.15077743,0.10518496,0.03961884,0.10518496,0.03961884,0.09762707,0.04618648,0.10518496,0.03961884,0.09762707,0.04618648,0.10265265,0.04181936,0.09513909,0.04834848,0.10518496,0.03961884,0.09762707,0.04618648,0.09762707,0.04618648,0.10012992,0.04401156,0.10012992,0.04401156,0.13486236,0.01382984,0.13916585,0.0100902,0.10012992,0.04401156,0.10518496,0.03961884
24,140,210,0.1,0.10415411444502853,2.2144274376417234e-08,0.122,0.32447365,0.29215083,0.02440429,0.28958875,0.02633869,0.28188208,0.03215736,0.28958875,0.02633869,0.28059423,0.03312971,0.2870215,0.02827703,0.2780408,0.0350576,0.28829738,0.02731369,0.28059423,0.03312971,0.28059423,0.03312971,0.28315988,0.03119259,0.28059423,0.03312971,0.31646818,0.00604426,0.32057795,0.00294132,0.28315988,0.03119259,0.2908639,0.02537593
24,140,210,0.15,0.15373017426172933,2.2144274376417234e-08,0.20700000000000002,0.49796483,0.46557364,0.02162345,0.4630392,0.02331539,0.4537676,0.02950485,0.4638834,0.02275182,0.4504305,0.0317326,0.46050414,0.02500771,0.44793543,0.03339823,0.46050414,0.02500771,0.4504305,0.0317326,0.45209825,0.03061926,0.45460296,0.02894718,0.45125943,0.03117923,0.4938118,0.00277246,0.49427593,0.00246261,0.45460296,0.02894718,0.4630392,0.02331539
25,427,640,0.05,0.05197872771753741,1.9058596799375488e-08,0.057,0.23250057,0.19480386,0.03058554,0.19230299,0.03261465,0.19230299,0.03261465,0.19230299,0.03261465,0.19230299,0.03261465,0.19480386,0.03058554,0.19230299,0.03261465,0.19480386,0.03058554,0.19230299,0.03261465,0.19230299,0.03261465,0.19230299,0.03261465,0.19230299,0.03261465,0.21206932,0.01657706,0.22484978,0.00620753,0.19230299,0.03261465,0.19230299,0.03261465
25,427,640,0.1,0.10161746771032755,1.9058596799375488e-08,0.124,0.4363669,0.40837237,0.01948981,0.4071919,0.02031164,0.40482333,0.02196065,0.4071919,0.02031164,0.40600777,0.02113605,0.40837237,0.01948981,0.40600777,0.02113605,0.40837237,0.01948981,0.40600777,0.02113605,0.40600777,0.02113605,0.40600777,0.02113605,0.40482333,0.02196065,0.424057,0.00857015,0.43494466,0.00099016,0.40482333,0.02196065,0.4071919,0.02031164
25,427,640,0.15,0.15185865572687968,1.9058596799375488e-08,0.222,0.63822496,0.6068166,0.01917221,0.6061076,0.01960501,0.60257876,0.02175904,0.60540336,0.02003486,0.60257876,0.02175904,0.6061076,0.01960501,0.6032817,0.02132996,0.6068166,0.01917221,0.6004647,0.02304951,0.6018717,0.02219065,0.6004647,0.02304951,0.6018717,0.02219065,0.62820506,0.00611633,0.63511723,0.00189704,0.6018717,0.02219065,0.6032817,0.02132996
26,640,427,0.05,0.05544498139801533,7.623438719750195e-08,0.056,0.17119788,0.12033323,0.04342959,0.12269816,0.04141035,0.11800858,0.04541444,0.12033323,0.04342959,0.12033323,0.04342959,0.11800858,0.04541444,0.12033323,0.04342959,0.11800858,0.04541444,0.11800858,0.04541444,0.12033323,0.04342959,0.11800858,0.04541444,0.12033323,0.04342959,0.14002337,0.02661762,0.15006135,0.01804693,0.12033323,0.04342959,0.12269816,0.04141035
26,640,427,0.1,0.10353999878335281,7.623438719750195e-08,0.11800000000000001,0.36953196,0.34879157,0.01514413,0.35139573,0.01324264,0.34704322,0.01642074,0.34879157,0.01514413,0.34791523,0.01578402,0.34791523,0.01578402,0.34791523,0.01578402,0.34791523,0.01578402,0.34704322,0.01642074,0.34791523,0.01578402,0.34791523,0.01578402,0.34704322,0.01642074,0.36399263,0.00404468,0.36738008,0.00157125,0.34704322,0.01642074,0.35139573,0.01324264
26,640,427,0.15,0.15298642810793073,7.623438719750195e-08,0.212,0.57687235,0.5597346,0.01086819,0.56329,0.00861347,0.556075,0.01318897,0.5586977,0.01152575,0.5565981,0.01285721,0.55713075,0.01251946,0.55713075,0.01251946,0.55713075,0.01251946,0.55501497,0.01386119,0.5565981,0.01285721,0.55448,0.01420047,0.55554056,0.01352789,0.5757084,0.00073813,0.57626146,0.0003874,0.55554056,0.01352789,0.5612776,0.00988965
27,640,427,0.05,0.05408910657604595,3.8117193598750976e-08,0.061,0.22177303,0.16323078,0.04791582,0.16872735,0.04341697,0.16051383,0.05013958,0.16323078,0.04791582,0.16323078,0.04791582,0.16323078,0.04791582,0.16323078,0.04791582,0.16323078,0.04791582,0.16323078,0.04791582,0.16323078,0.04791582,0.16323078,0.04791582,0.16323078,0.04791582,0.19391279,0.02280312,0.2044999,0.01413776,0.16323078,0.04791582,0.16872735,0.04341697
27,640,427,0.1,0.10294965401916044,3.8117193598750976e-08,0.12,0.4089503,0.376693,0.02289456,0.38064742,0.02008793,0.37404552,0.02477362,0.3753722,0.02383201,0.37404552,0.02477362,0.37404552,0.02477362,0.37404552,0.02477362,0.37404552,0.02477362,0.37404552,0.02477362,0.37404552,0.02477362,0.37404552,0.02477362,0.37404552,0.02477362,0.39985228,0.00645731,0.40514585,0.0027002,0.3727225,0.02571261,0.37933248,0.02102121
27,640,427,0.15,0.15254288767254293,3.8117193598750976e-08,0.202,0.59874904,0.5741865,0.01536363,0.5785587,0.01262888,0.5704978,0.01767084,0.57345396,0.01582181,0.5712348,0.01720986,0.57197815,0.01674492,0.5712348,0.01720986,0.5712348,0.01720986,0.5690143,0.01859877,0.5712348,0.01720986,0.56827015,0.01906421,0.5697528,0.01813686,0.5954937,0.00203623,0.59627825,0.00154547,0.5697528,0.01813686,0.5763865,0.01398752
28,640,427,0.05,0.05147855948063869,7.623438719750195e-08,0.061,0.23022282,0.18384863,0.03769575,0.18642554,0.0356011,0.1812716,0.03979053,0.1812716,0.03979053,0.1812716,0.03979053,0.1812716,0.03979053,0.1812716,0.03979053,0.1812716,0.03979053,0.1812716,0.03979053,0.18384863,0.03769575,0.1812716,0.03979053,0.1812716,0.03979053,0.20916696,0.01711548,0.22014368,0.00819294,0.1812716,0.03979053,0.18642554,0.0356011
28,640,427,0.1,0.10129692877561951,7.623438719750195e-08,0.131,0.42011827,0.37826765,0.02946982,0.38218758,0.02670954,0.37436095,0.03222078,0.37696394,0.03038783,0.37566048,0.0313057,0.37566048,0.0313057,0.37566048,0.0313057,0.37566048,0.0313057,0.37436095,0.03222078,0.37566048,0.0313057,0.37436095,0.03222078,0.37436095,0.03222078,0.40587038,0.01003288,0.412989,0.00502021,0.37436095,0.03222078,0.38088,0.02763028
28,640,427,0.15,0.15147935355317677,7.623438719750195e-08,0.233,0.60632455,0.558629,0.02969236,0.5650513,0.0256942,0.55387056,0.03265467,0.55703694,0.03068347,0.55466074,0.03216273,0.5554501,0.03167136,0.55466074,0.03216273,0.55466074,0.03216273,0.55152,0.03411797,0.55466074,0.03216273,0.5507375,0.03460512,0.55230033,0.03363219,0.5943685,0.00744311,0.5963117,0.00623341,0.5530871,0.03314239,0.5618315,0.02769868
29,500,334,0.05,0.05079816298601452,4.6781437125748504e-08,0.06,0.35643512,0.3412937,0.01116267,0.34476048,0.00860685,0.33588147,0.01515269,0.3412937,0.01116267,0.337702,0.01381054,0.33951053,0.01247726,0.337702,0.01381054,0.33951053,0.01247726,0.337702,0.01381054,0.33951053,0.01247726,0.337702,0.01381054,0.33951053,0.01247726,0.3557693,0.00049085,0.34970856,0.00495901,0.337702,0.01381054,0.34476048,0.00860685
29,500,334,0.1,0.10106478377896384,4.6781437125748504e-08,0.145,0.62472147,0.61633176,0.0051638,0.6194852,0.0032229,0.6068009,0.01102996,0.61426115,0.00643823,0.6083328,0.01008707,0.61134994,0.00823008,0.6083328,0.01008707,0.6128241,0.00732273,0.60603577,0.01150088,0.6106064,0.00868771,0.6068009,0.01102996,0.60603577,0.01150088,0.615812,0.00548369,0.60037535,0.01498482,0.6052538,0.01198217,0.61764234,0.00435714
29,500,334,0.15,0.15183074896415097,3.1187624750499005e-08,0.34900000000000003,0.88635486,0.86207724,0.01287014,0.87294763,0.0071075,0.83334285,0.02810288,0.8558407,0.01617628,0.8341796,0.02765931,0.84510267,0.02186875,0.8341796,0.02765931,0.8473933,0.02065443,0.8237932,0.03316538,0.8316919,0.02897807,0.8358681,0.02676418,0.82455367,0.03276224,0.8703538,0.00848254,0.8635286,0.01210074,0.83375806,0.02788278,0.86591595,0.01083514
30,475,316,0.05,0.051057310191762545,6.939817899178326e-08,0.06,0.32301763,0.3081375,0.01124711,0.3111229,0.00899061,0.30356675,0.0147019,0.3081375,0.01124711,0.30509475,0.01354698,0.30661592,0.01239721,0.30509475,0.01354698,0.30661592,0.01239721,0.30509475,0.01354698,0.30661592,0.01239721,0.30509475,0.01354698,0.30661592,0.01239721,0.32295722,4.5675424e-05,0.32097942,0.00154059,0.30509475,0.01354698,0.3111229,0.00899061
30,475,316,0.1,0.10115261921399964,6.939817899178326e-08,0.159,0.610656,0.59980375,0.00673782,0.6043122,0.00393867,0.5893553,0.01322488,0.5980015,0.00785678,0.59122455,0.01206432,0.594322,0.01014123,0.59122455,0.01206432,0.5955566,0.00937469,0.58998126,0.01283626,0.594322,0.01014123,0.58998126,0.01283626,0.5893553,0.01322488,0.6039397,0.00416994,0.59170645,0.01176513,0.5874913,0.0143822,0.60211855,0.00530064
30,475,316,0.15,0.1513885861840311,1.3879635798356652e-07,0.34500000000000003,0.8807885,0.8665104,0.00759156,0.87463284,0.0032729,0.8419564,0.02064672,0.861617,0.0101933,0.8436299,0.01975692,0.85306793,0.01473879,0.8436299,0.01975692,0.8545292,0.01396184,0.8355525,0.0240516,0.84498227,0.01903788,0.84600717,0.01849295,0.8346352,0.02453934,0.86161613,0.01019379,0.8545423,0.01395486,0.84295803,0.02011415,0.87019205,0.00563405
31,512,640,0.05,0.05303341217204819,1.2715657552083333e-07,0.091,0.28765604,0.22814663,0.0462153,0.22671175,0.04732963,0.22530225,0.04842426,0.22814663,0.0462153,0.22530225,0.04842426,0.22814663,0.0462153,0.22671175,0.04732963,0.22957179,0.04510851,0.22388361,0.04952598,0.22671175,0.04732963,0.22671175,0.04732963,0.22671175,0.04732963,0.26424685,0.01817969,0.28459123,0.00238014,0.22671175,0.04732963,0.22530225,0.04842426
31,512,640,0.1,0.10209955423525921,1.2715657552083333e-07,0.183,0.49903467,0.44955447,0.03300805,0.4469871,0.03472074,0.44443515,0.03642314,0.4478417,0.03415062,0.44443515,0.03642314,0.4486971,0.03358,0.44528407,0.03585681,0.45041344,0.03243503,0.44528407,0.03585681,0.4427437,0.0375515,0.44358864,0.03698782,0.4427437,0.0375515,0.48666537,0.00825151,0.49903467,0.,0.44189948,0.03811467,0.446135,0.03528915
31,512,640,0.15,0.1520383173694561,1.2715657552083333e-07,0.335,0.6913897,0.6276027,0.03771278,0.6238327,0.0399417,0.6190817,0.04275066,0.6249045,0.03930802,0.6180399,0.04336659,0.6249045,0.03930802,0.6190817,0.04275066,0.62705994,0.03803366,0.6129041,0.04640302,0.61494297,0.0451976,0.61443007,0.04550081,0.6170018,0.04398035,0.67813313,0.00783766,0.68828195,0.0018374,0.6180399,0.04336659,0.61751944,0.04367429
32,365,555,0.05,0.059744443324144324,5.1421284297996625e-08,0.049,0.0707807,0.01395145,0.07913119,0.01395145,0.07913119,0.01395145,0.07913119,0.01395145,0.07913119,0.01395145,0.07913119,0.01395145,0.07913119,0.01395145,0.07913119,0.01395145,0.07913119,0.01395145,0.07913119,0.01395145,0.07913119,0.01395145,0.07913119,0.01395145,0.07913119,0.00049334,0.06564123,0.00789097,0.0587326,0.01395145,0.07913119,0.01395145,0.07913119
32,365,555,0.1,0.10618797527627138,2.5710642148998313e-08,0.095,0.19038484,0.14203356,0.04061819,0.14368795,0.03922839,0.14038344,0.0420044,0.14203356,0.04061819,0.14203356,0.04061819,0.14203356,0.04061819,0.14203356,0.04061819,0.14203356,0.04061819,0.14038344,0.0420044,0.14203356,0.04061819,0.14203356,0.04061819,0.14038344,0.0420044,0.15363887,0.03086898,0.15856831,0.02672793,0.14038344,0.0420044,0.14203356,0.04061819
32,365,555,0.15,0.15505562288195818,5.1421284297996625e-08,0.157,0.3288627,0.29630297,0.02450195,0.29630297,0.02450195,0.2945595,0.02581396,0.29630297,0.02450195,0.2945595,0.02581396,0.2954321,0.02515731,0.2945595,0.02581396,0.2954321,0.02515731,0.29368955,0.02646863,0.2945595,0.02581396,0.2945595,0.02581396,0.2945595,0.02581396,0.3058295,0.01733303,0.30836228,0.01542705,0.2945595,0.02581396,0.29630297,0.02450195
33,640,427,0.05,0.051441516825859165,3.8117193598750976e-08,0.064,0.27365807,0.22822213,0.03567358,0.23319057,0.03177267,0.2257496,0.03761487,0.22822213,0.03567358,0.2257496,0.03761487,0.2257496,0.03761487,0.2257496,0.03761487,0.2257496,0.03761487,0.2257496,0.03761487,0.22822213,0.03567358,0.2257496,0.03761487,0.22822213,0.03567358,0.2613916,0.00963088,0.26994744,0.00291336,0.2257496,0.03761487,0.23319057,0.03177267
33,640,427,0.1,0.10128047453727394,3.8117193598750976e-08,0.137,0.4785737,0.438861,0.02685878,0.4439463,0.02341946,0.43378708,0.03029043,0.43759042,0.02771812,0.43505245,0.02943461,0.43505245,0.02943461,0.43631935,0.02857777,0.43505245,0.02943461,0.43505245,0.02943461,0.43631935,0.02857777,0.43505245,0.02943461,0.43378708,0.03029043,0.471508,0.00477874,0.477066,0.0010197,0.43378708,0.03029043,0.4439463,0.02341946
33,640,427,0.15,0.151440028241167,3.8117193598750976e-08,0.245,0.6773598,0.6322175,0.02691268,0.640874,0.02175191,0.6252286,0.03107931,0.6298779,0.0283075,0.6259957,0.03062201,0.6267719,0.03015921,0.6267719,0.03015921,0.6267719,0.03015921,0.6221634,0.0329067,0.6259957,0.03062201,0.6213986,0.03336264,0.62292373,0.03245343,0.6728219,0.0027054,0.6741349,0.00192259,0.6244574,0.03153909,0.6361434,0.02457219
34,411,274,0.05,0.05369064983058535,4.624943020701985e-08,0.052000000000000005,0.16736819,0.12228858,0.03861644,0.1251516,0.0361639,0.11943578,0.04106023,0.12228858,0.03861644,0.11943578,0.04106023,0.11943578,0.04106023,0.11943578,0.04106023,0.12228858,0.03861644,0.11943578,0.04106023,0.12228858,0.03861644,0.11943578,0.04106023,0.11943578,0.04106023,0.14753726,0.01698771,0.1526102,0.01264211,0.11943578,0.04106023,0.1251516,0.0361639
34,411,274,0.1,0.10256818171947506,4.624943020701985e-08,0.109,0.33982196,0.31457534,0.01884326,0.3183413,0.01603247,0.31071848,0.0217219,0.31457534,0.01884326,0.31201527,0.02075401,0.31329057,0.01980217,0.31201527,0.02075401,0.31329057,0.01980217,0.31201527,0.02075401,0.31329057,0.01980217,0.31201527,0.02075401,0.31201527,0.02075401,0.3326879,0.00532463,0.33594787,0.00289149,0.31071848,0.0217219,0.3171002,0.0169588
34,411,274,0.15,0.15275790412788098,9.24988604140397e-08,0.188,0.5207701,0.50015956,0.01355268,0.5037793,0.01117248,0.49414754,0.01750597,0.4986766,0.01452782,0.49491537,0.01700107,0.49643075,0.0160046,0.49491537,0.01700107,0.49643075,0.0160046,0.49491537,0.01700107,0.49643075,0.0160046,0.4956681,0.01650609,0.49414754,0.01750597,0.5181509,0.00172227,0.518517,0.00148154,0.49491537,0.01700107,0.501621,0.01259169
35,640,427,0.05,0.051707146265135076,1.524687743950039e-07,0.067,0.29851457,0.26304936,0.02731215,0.2686344,0.02301103,0.2593756,0.03014136,0.26304936,0.02731215,0.26121312,0.02872625,0.26121312,0.02872625,0.26121312,0.02872625,0.26121312,0.02872625,0.26121312,0.02872625,0.26304936,0.02731215,0.26121312,0.02872625,0.26304936,0.02731215,0.29429436,0.00325004,0.29835716,0.00012123,0.26121312,0.02872625,0.2686344,0.02301103
35,640,427,0.1,0.10147559158550683,7.623438719750195e-08,0.154,0.5289942,0.50195324,0.01768545,0.50920886,0.01294009,0.4962944,0.02138646,0.5003323,0.0187456,0.49790516,0.020333,0.49790516,0.020333,0.4987138,0.01980413,0.49790516,0.020333,0.49710163,0.02085852,0.4987138,0.01980413,0.49710163,0.02085852,0.4962944,0.02138646,0.5289338,3.9496215e-05,0.527052,0.00127026,0.49549553,0.02190895,0.50760686,0.01398785
35,640,427,0.15,0.15153037912620937,7.623438719750195e-08,0.316,0.7558725,0.718257,0.02142267,0.7306604,0.01435873,0.70642334,0.02816217,0.7150084,0.02327282,0.70864624,0.02689619,0.7099902,0.02613078,0.70954317,0.02638535,0.70954317,0.02638535,0.7025015,0.03039575,0.7081972,0.02715194,0.70035523,0.03161805,0.7037967,0.02965809,0.7555097,0.00020664,0.7547563,0.00063571,0.7051075,0.02891154,0.7239351,0.01818888
36,341,227,0.05,0.05428685717372165,3.364252156351062e-08,0.063,0.22895943,0.18059596,0.03935317,0.18749766,0.03373729,0.17392968,0.04477751,0.18059596,0.03935317,0.17392968,0.04477751,0.17612125,0.04299423,0.17392968,0.04477751,0.17612125,0.04299423,0.17612125,0.04299423,0.17834994,0.04118075,0.17392968,0.04477751,0.17612125,0.04299423,0.21936548,0.00780656,0.22296041,0.00488137,0.17612125,0.04299423,0.18749766,0.03373729
36,341,227,0.1,0.10349705963742799,6.728504312702124e-08,0.14100000000000001,0.444056,0.41822046,0.01789096,0.4260164,0.01249232,0.40806213,0.02492553,0.41735193,0.01849241,0.41055143,0.02320172,0.41223055,0.02203893,0.40972197,0.02377611,0.4113939,0.02261829,0.4113939,0.02261829,0.41392606,0.02086479,0.41055143,0.02320172,0.41055143,0.02320172,0.44387212,0.00012733,0.4440399,1.11404015e-05,0.40888524,0.02435554,0.4251629,0.01308335
36,341,227,0.15,0.15370781753922963,6.728504312702124e-08,0.277,0.66900986,0.6456873,0.01397393,0.6562836,0.00762505,0.62787807,0.02464443,0.6434759,0.01529891,0.6306994,0.02295401,0.6348371,0.02047488,0.62947047,0.02369033,0.6339972,0.02097812,0.6310966,0.02271604,0.63953435,0.0176605,0.6306994,0.02295401,0.6298856,0.02344161,0.66645133,0.00153297,0.66750664,0.00090067,0.62867093,0.02416938,0.6532319,0.00945348
