img_index,width,height,noise_std,noise_std_est,avg_mass_loss,t_diff,max_rel_gain,psnr_start,rel_gain_synth_1,rel_error_synth_1,rel_gain_synth_2,rel_error_synth_2,rel_gain_synth_3,rel_error_synth_3,rel_gain_synth_4,rel_error_synth_4,rel_gain_synth_5,rel_error_synth_5,rel_gain_synth_6,rel_error_synth_6,rel_gain_synth_7,rel_error_synth_7,rel_gain_synth_8,rel_error_synth_8,rel_gain_synth_9,rel_error_synth_9,rel_gain_synth_10,rel_error_synth_10,rel_gain_synth_11,rel_error_synth_11,rel_gain_synth_12,rel_error_synth_12,rel_gain_synth_13,rel_error_synth_13,rel_gain_synth_14,rel_error_synth_14,rel_gain_synth_15,rel_error_synth_15,rel_gain_synth_16,rel_error_synth_16,rel_gain_synth_17,rel_error_synth_17
6,640,427,0.15,0.15083216580710668,1.862684333853474e-05,0.3,0.9558365335352167,16.49766690073878,0.902246677886625,0.027399966576821616,0.9272668540962575,0.014607396348875264,0.8895429430536153,0.03389526135999428,0.902246677886625,0.027399966576821616,0.8936924981400027,0.03177363462113434,0.8936924981400027,0.03177363462113434,0.8955031323355566,0.030847875149671227,0.8955031323355566,0.030847875149671227,0.8924980365508253,0.03238435109395656,0.8973239994158172,0.0299168837048139,0.9028689830178034,0.027081788078512536,0.9053605626532704,0.025807867895130246,0.9398479346896501,0.008174813473121328,0.9135321426104208,0.021629819363446386,0.9041112050541461,0.02644665215838664,0.9370166615597665,0.00962241560210189,0.6541394140953598,0.15425477245510535
7,600,450,0.05,0.05145407090091697,0.00019843253650843383,0.054,0.2115076661335618,26.018402620055436,0.1788588419302419,0.02694892084960242,0.1814301747878243,0.024826496923232536,0.1762671023621762,0.029088188838171616,0.1788588419302419,0.02694892084960242,0.1762671023621762,0.029088188838171616,0.1788588419302419,0.02694892084960242,0.1762671023621762,0.029088188838171616,0.1788588419302419,0.02694892084960242,0.1762671023621762,0.029088188838171616,0.1788588419302419,0.02694892084960242,0.1788588419302419,0.02694892084960242,0.1788588419302419,0.02694892084960242,0.196059251923292,0.01275139616703566,0.20234937589318583,0.007559415838947185,0.1788588419302419,0.02694892084960242,0.1814301747878243,0.024826496923232536,0.21023335217719538,0.0010518414303009064
7,600,450,0.1,0.10162043372875326,0.0004106015485556175,0.115,0.3960280164800634,19.99514121476183,0.36232828742802164,0.024139722594545113,0.3638136110761115,0.023075758526091165,0.36083400802757826,0.025210101829634575,0.36232828742802164,0.024139722594545113,0.36083400802757826,0.025210101829634575,0.36083400802757826,0.025210101829634575,0.36083400802757826,0.025210101829634575,0.36083400802757826,0.025210101829634575,0.36083400802757826,0.025210101829634575,0.36083400802757826,0.025210101829634575,0.36232828742802164,0.024139722594545113,0.36232828742802164,0.024139722594545113,0.3830269746699601,0.009312880297978589,0.3912986612593826,0.003387722284116725,0.36232828742802164,0.024139722594545113,0.3652914046022366,0.022017188419560504,0.3824861082367121,0.009700312660985016
7,600,450,0.15,0.15108227942303804,0.0006196073187419564,0.181,0.5743477169829804,16.497167501417202,0.5399910052357797,0.021822823113715036,0.5411141483705569,0.02110942090741613,0.537734244488704,0.023256280743647297,0.5399910052357797,0.021822823113715036,0.537734244488704,0.023256280743647297,0.537734244488704,0.023256280743647297,0.537734244488704,0.023256280743647297,0.537734244488704,0.023256280743647297,0.5366031601154143,0.023974727095166886,0.537734244488704,0.023256280743647297,0.5388682797231871,0.022535960053211575,0.5388682797231871,0.022535960053211575,0.5632540248609591,0.007046532352637259,0.5691672673527096,0.0032905371376269438,0.5388682797231871,0.022535960053211575,0.5433359272670873,0.019698183178569226,0.5320564678588661,0.02686271188245475
8,280,419,0.05,0.05412667915883521,0.00029567680560171775,0.053,0.19064923539543085,26.02725811667467,0.14760811769410354,0.036149284291131116,0.15019519142979815,0.033976458190222034,0.14760811769410354,0.036149284291131116,0.15019519142979815,0.033976458190222034,0.14760811769410354,0.036149284291131116,0.14760811769410354,0.036149284291131116,0.14760811769410354,0.036149284291131116,0.15019519142979815,0.033976458190222034,0.14760811769410354,0.036149284291131116,0.14760811769410354,0.036149284291131116,0.14760811769410354,0.036149284291131116,0.14760811769410354,0.036149284291131116,0.16835235049041325,0.018726661255203763,0.17797242384841197,0.01064697407948926,0.14760811769410354,0.036149284291131116,0.15019519142979815,0.033976458190222034,0.190645455173513,3.1749249111017347e-06
8,280,419,0.1,0.10277717876286109,0.0005873341107950729,0.109,0.37943486525490916,19.996530539505336,0.3597475504993404,0.01427201475868942,0.3597475504993404,0.01427201475868942,0.3574784336665025,0.01591697595982488,0.3597475504993404,0.01427201475868942,0.3574784336665025,0.01591697595982488,0.35862396095547694,0.01508654364451384,0.3574784336665025,0.01591697595982488,0.3597475504993404,0.01427201475868942,0.35633680039749394,0.016744585365505393,0.3574784336665025,0.01591697595982488,0.35862396095547694,0.01508654364451384,0.35862396095547694,0.01508654364451384,0.37286739390284096,0.004760986921158177,0.3788602306307531,0.00041657249546895724,0.35862396095547694,0.01508654364451384,0.36087187726395153,0.013456951436070412,0.35926616190368,0.014620989985998466
8,280,419,0.15,0.15312903763164798,0.0009488490499512973,0.184,0.5766567168995521,16.475246856955618,0.5562287023577827,0.012956539190053072,0.5569514551161021,0.01249813074224539,0.5532690128020991,0.014833732572708857,0.5562287023577827,0.012956539190053072,0.5532690128020991,0.014833732572708857,0.5554849359709332,0.013428275604757256,0.5532690128020991,0.014833732572708857,0.5562287023577827,0.012956539190053072,0.5517696519460334,0.01578470740444901,0.5525122090801593,0.01531373796248575,0.5532690128020991,0.014833732572708857,0.5532690128020991,0.014833732572708857,0.5721676636229944,0.002847197635630686,0.5765189391100998,8.738604160029835e-05,0.554005362180809,0.014366700421183856,0.5569514551161021,0.01249813074224539,0.5153114363080049,0.038908457328733444
9,360,480,0.05,0.05436271930615978,0.0002282008170981566,0.054,0.17595845956718667,26.02398208454352,0.12477884623357474,0.043521616701025875,0.12477884623357474,0.043521616701025875,0.12188534228787436,0.045982166155098717,0.12477884623357474,0.043521616701025875,0.12188534228787436,0.045982166155098717,0.12477884623357474,0.043521616701025875,0.12188534228787436,0.045982166155098717,0.12477884623357474,0.043521616701025875,0.12188534228787436,0.045982166155098717,0.12188534228787436,0.045982166155098717,0.12188534228787436,0.045982166155098717,0.12477884623357474,0.043521616701025875,0.1423338001857187,0.02859340745237174,0.15093745526435692,0.021277115785228305,0.12477884623357474,0.043521616701025875,0.12477884623357474,0.043521616701025875,0.17449121962541111,0.0012476970847384902
9,360,480,0.1,0.10312559633358115,0.00043819986849333265,0.109,0.3569135251823492,19.99985798067278,0.32410229320646533,0.024180783349089616,0.32550941554991053,0.023143781125048796,0.3212915151364389,0.026252233016192537,0.32410229320646533,0.024180783349089616,0.3212915151364389,0.026252233016192537,0.32270280829058334,0.025212157043808997,0.32270280829058334,0.025212157043808997,0.32270280829058334,0.025212157043808997,0.3212915151364389,0.026252233016192537,0.32270280829058334,0.025212157043808997,0.32270280829058334,0.025212157043808997,0.32270280829058334,0.025212157043808997,0.34162566541070966,0.011266642632650484,0.3495611218995175,0.005418475935556505,0.32270280829058334,0.025212157043808997,0.32550941554991053,0.023143781125048796,0.35037398723461094,0.004819421301633354
9,360,480,0.15,0.15380738962534507,0.0006804753967692446,0.183,0.5474685137235774,16.459933973244205,0.5153255998234606,0.020771287825930195,0.5170964506935684,0.019626934416214152,0.5126595096801904,0.022494159806604595,0.5153255998234606,0.020771287825930195,0.5126595096801904,0.022494159806604595,0.5144349356822788,0.021346849870187003,0.5126595096801904,0.022494159806604595,0.5144349356822788,0.021346849870187003,0.5117750519010842,0.023065711196027034,0.5126595096801904,0.022494159806604595,0.5126595096801904,0.022494159806604595,0.5126595096801904,0.022494159806604595,0.5355408179787163,0.00770787621142628,0.5422309973456608,0.0033845705624819915,0.5126595096801904,0.022494159806604595,0.5170964506935684,0.019626934416214152,0.5111391183174463,0.023476662099388323
10,480,640,0.05,0.05335082184160007,0.00016131201623567095,0.048,0.16636029795106497,26.01913604760943,0.12914793410978354,0.03190469009160555,0.12620356012698644,0.034429102134753316,0.12620356012698644,0.034429102134753316,0.12914793410978354,0.03190469009160555,0.12620356012698644,0.034429102134753316,0.12914793410978354,0.03190469009160555,0.12620356012698644,0.034429102134753316,0.12914793410978354,0.03190469009160555,0.12620356012698644,0.034429102134753316,0.12620356012698644,0.034429102134753316,0.12914793410978354,0.03190469009160555,0.12914793410978354,0.03190469009160555,0.13792712990783276,0.02437768851801668,0.14905764145441552,0.014834744055541723,0.12914793410978354,0.03190469009160555,0.12914793410978354,0.03190469009160555,0.16488677100333668,0.0012633548572570672
10,480,640,0.1,0.10263562028059327,0.0003232827724834427,0.101,0.34337818175421875,19.996290294370517,0.3215834090369815,0.016223854915357504,0.3215834090369815,0.016223854915357504,0.3215834090369815,0.016223854915357504,0.3215834090369815,0.016223854915357504,0.32037228343915164,0.01712540714709644,0.3215834090369815,0.016223854915357504,0.3215834090369815,0.016223854915357504,0.3215834090369815,0.016223854915357504,0.3215834090369815,0.016223854915357504,0.32037228343915164,0.01712540714709644,0.3227909741712864,0.015324953064258526,0.3227909741712864,0.015324953064258526,0.3297683727470817,0.01013103323545494,0.3385784723078361,0.0035728654161369658,0.3227909741712864,0.015324953064258526,0.3227909741712864,0.015324953064258526,0.33694879788441207,0.004785982054145754
10,480,640,0.15,0.1519870735073948,0.0005028763542760038,0.166,0.531632657487719,16.494473167161093,0.5175563998278966,0.009190361403569932,0.5175563998278966,0.009190361403569932,0.516920746989362,0.00960537791253971,0.5175563998278966,0.009190361403569932,0.516920746989362,0.00960537791253971,0.5175563998278966,0.009190361403569932,0.516920746989362,0.00960537791253971,0.5181910784925966,0.008775980930812789,0.516920746989362,0.00960537791253971,0.5162758246159583,0.010026446482898764,0.5181910784925966,0.008775980930812789,0.5175563998278966,0.009190361403569932,0.5257057708463064,0.0038696528259813024,0.5307513629972764,0.0005753954684461259,0.5181910784925966,0.008775980930812789,0.5181910784925966,0.008775980930812789,0.49539805828786,0.023657499742329384
11,406,610,0.05,0.051818734777718874,0.00022173444882346487,0.058,0.2571381896148857,26.019647282447682,0.21561915485374328,0.033026627545108204,0.21842279289942226,0.030796452637656013,0.21561915485374328,0.033026627545108204,0.21842279289942226,0.030796452637656013,0.21561915485374328,0.033026627545108204,0.21561915485374328,0.033026627545108204,0.21561915485374328,0.033026627545108204,0.21561915485374328,0.033026627545108204,0.21561915485374328,0.033026627545108204,0.21561915485374328,0.033026627545108204,0.21561915485374328,0.033026627545108204,0.21561915485374328,0.033026627545108204,0.23982104640823493,0.013775051422115936,0.2506124146765171,0.005190976610429528,0.21561915485374328,0.033026627545108204,0.21842279289942226,0.030796452637656013,0.2509807959893,0.004897944932746018
11,406,610,0.1,0.10182769980112846,0.0004301760185905238,0.11900000000000001,0.4401112813541031,19.99323341860305,0.403606992265808,0.025348241876121533,0.4051811058754408,0.024255191894489065,0.40202419536326234,0.026447321456317174,0.403606992265808,0.025348241876121533,0.40202419536326234,0.026447321456317174,0.403606992265808,0.025348241876121533,0.40202419536326234,0.026447321456317174,0.403606992265808,0.025348241876121533,0.4004398171414094,0.027547499090064462,0.40202419536326234,0.026447321456317174,0.403606992265808,0.025348241876121533,0.403606992265808,0.025348241876121533,0.42575274275721514,0.009970436856370555,0.43792957664174037,0.0015149556430884492,0.403606992265808,0.025348241876121533,0.4067499749637994,0.023165783660089718,0.4122840355125,0.019322983023532626
