img_index,width,height,noise_std,noise_std_est,avg_mass_loss,t_diff,psnr_start,max_rel_gain,rel_gain_synth_2,rel_error_synth_2,rel_gain_synth_3,rel_error_synth_3,rel_gain_synth_4,rel_error_synth_4,rel_gain_synth_8,rel_error_synth_8
7,600,450,0.05,0.0513943723911878,0.0005784383169207,0.348,26.021702466573725,0.1429359558470536,0.1354300305461773,0.006567231752993,0.1356918184483515,0.0063381831340963,0.1348987128595301,0.0070321026706758,0.1348987128595301,0.0070321026706758
7,600,450,0.1,0.1013685584220848,0.0008482089161323,0.632,19.99857248828928,0.3106679193342962,0.3101193552978291,0.0004185377763314,0.3100660401265061,0.0004592156402942,0.310325613640061,0.0002611688965493,0.3103112401140214,0.0002721354623954
7,600,450,0.15,0.1514756391090342,0.0010738519954403,1.015,16.472841265321815,0.465838654825139,0.4639042739342618,0.0013196410699838,0.4640870190562117,0.0011949717406901,0.4634189633113079,0.0016507215892186,0.4634189633113079,0.0016507215892186
